Rank,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
56.0,Carlton Carrington,19.0,WAS,PG,57.0,39.0,1671.0,8.7,0.526,0.564,0.109,1.4,12.8,7.0,18.9,1.1,0.5,15.2,14.5,0.0,0.3,0.3,0.01,-3.5,-1.2,-4.7,-1.1,
57.0,Coby White,24.0,CHI,SG,51.0,50.0,1663.0,13.7,0.578,0.568,0.231,1.1,9.5,5.3,20.6,1.3,0.6,13.1,23.0,1.3,0.7,2.0,0.057,-0.5,-1.7,-2.2,-0.1,
58.0,Jarrett Allen,26.0,CLE,C,57.0,57.0,1635.0,22.1,0.726,0.007,0.418,10.7,28.1,19.6,9.2,1.5,2.9,11.3,15.6,5.5,2.9,8.4,0.247,3.1,1.1,4.2,2.6,
59.0,Jaren Jackson Jr.,25.0,MEM,C,55.0,55.0,1630.0,20.7,0.592,0.314,0.352,4.9,16.0,10.6,11.3,2.0,5.1,10.3,28.9,2.8,2.6,5.4,0.158,2.0,1.0,3.0,2.1,
60.0,Tyus Jones,28.0,PHO,PG,56.0,54.0,1628.0,13.8,0.572,0.559,0.099,2.2,7.0,4.7,28.5,1.5,0.4,12.9,16.1,2.6,0.3,2.9,0.086,0.7,-1.5,-0.8,0.5,
61.0,Darius Garland,25.0,CLE,PG,54.0,54.0,1625.0,21.5,0.626,0.448,0.232,2.1,6.9,4.6,32.4,1.9,0.6,12.7,27.5,5.1,1.6,6.7,0.198,5.0,-0.8,4.3,2.6,
62.0,Kevin Durant,36.0,PHO,PF,44.0,44.0,1612.0,21.7,0.639,0.317,0.33,1.1,16.3,9.0,20.0,1.2,3.5,12.4,29.0,2.9,1.1,4.0,0.12,3.9,-0.5,3.4,2.2,
63.0,Malik Beasley,28.0,DET,SG,58.0,12.0,1597.0,15.4,0.601,0.72,0.131,2.3,9.0,5.7,9.4,1.7,0.1,7.1,22.7,2.4,1.3,3.7,0.112,2.4,-1.1,1.4,1.4,
64.0,Fred VanVleet,30.0,HOU,PG,45.0,45.0,1596.0,13.6,0.521,0.595,0.174,1.9,9.9,5.8,22.7,2.2,1.1,10.0,18.1,2.0,2.1,4.1,0.125,0.1,1.3,1.3,1.4,
65.0,Malik Monk,26.0,SAC,SG,49.0,36.0,1595.0,15.5,0.551,0.461,0.19,1.5,11.3,6.4,26.3,1.5,2.0,12.5,24.2,1.6,1.2,2.8,0.083,0.6,-0.8,-0.1,0.8,
66.0,Chris Paul,39.0,SAS,PG,55.0,55.0,1590.0,15.2,0.564,0.654,0.189,1.7,12.7,7.2,37.0,2.2,0.6,15.8,14.1,3.2,1.3,4.5,0.136,0.3,0.7,1.0,1.2,
67.0,Naz Reid,25.0,MIN,C,58.0,11.0,1583.0,17.2,0.601,0.488,0.176,4.4,19.0,11.8,12.1,1.3,3.2,9.1,21.6,2.6,2.3,4.9,0.148,1.9,1.1,3.0,2.0,
68.0,Deni Avdija,24.0,POR,SF,55.0,37.0,1582.0,16.0,0.587,0.411,0.44,4.6,19.9,12.1,18.2,1.7,1.6,16.1,22.0,1.6,1.6,3.2,0.098,0.3,0.3,0.6,1.0,
69.0,Josh Giddey,22.0,CHI,PG,54.0,54.0,1567.0,16.5,0.559,0.373,0.23,6.3,20.3,13.4,30.8,1.8,1.9,19.2,20.5,1.5,1.6,3.1,0.094,0.9,0.7,1.6,1.4,
70.0,Jordan Poole,25.0,WAS,SG,50.0,50.0,1564.0,15.7,0.574,0.575,0.271,1.6,9.3,5.4,25.6,2.1,1.3,15.3,28.8,0.5,0.6,1.1,0.032,1.2,-1.6,-0.4,0.6,
71.0,Julius Randle,30.0,MIN,PF,48.0,48.0,1564.0,17.2,0.578,0.328,0.37,7.3,16.9,12.1,21.8,1.1,0.7,14.8,25.4,2.2,1.8,4.0,0.124,1.2,-0.3,0.9,1.2,
72.0,Payton Pritchard,27.0,BOS,PG,56.0,0.0,1555.0,17.7,0.636,0.742,0.104,5.2,9.6,7.4,18.4,1.5,0.6,8.2,18.7,4.4,1.7,6.1,0.188,3.4,0.2,3.6,2.2,
73.0,Rui Hachimura,26.0,LAL,PF,48.0,48.0,1548.0,13.8,0.615,0.405,0.199,5.3,12.8,9.2,6.7,1.3,1.3,7.6,16.1,2.3,1.3,3.6,0.111,-0.2,-0.7,-0.9,0.4,
74.0,Stephen Curry,36.0,GSW,PG,48.0,48.0,1542.0,20.4,0.601,0.62,0.206,1.7,13.5,7.4,31.2,1.6,1.4,12.7,29.2,3.0,1.6,4.6,0.143,5.8,-0.4,5.4,2.9,
75.0,Luguentz Dort,25.0,OKC,SF,53.0,53.0,1538.0,11.1,0.573,0.672,0.098,5.0,10.0,7.5,7.0,1.8,2.2,7.4,13.4,1.8,2.5,4.3,0.133,-1.0,0.8,-0.2,0.7,
76.0,Tim Hardaway Jr.,32.0,DET,SG,54.0,54.0,1534.0,9.3,0.571,0.678,0.217,0.7,8.0,4.4,7.6,0.8,0.3,7.2,14.8,1.4,0.9,2.2,0.07,-1.5,-1.1,-2.6,-0.2,
77.0,Evan Mobley,23.0,CLE,PF,51.0,51.0,1532.0,23.2,0.643,0.228,0.327,8.4,24.6,16.8,14.7,1.4,4.7,11.7,23.2,4.2,2.7,6.9,0.218,3.4,1.6,5.0,2.7,
78.0,Harrison Barnes,32.0,SAS,PF,55.0,55.0,1527.0,14.0,0.629,0.487,0.312,5.5,10.2,7.9,8.9,0.6,0.6,5.8,15.0,3.2,0.5,3.7,0.117,1.0,-1.6,-0.5,0.6,
79.0,Victor Wembanyama,21.0,SAS,C,46.0,46.0,1527.0,24.3,0.594,0.47,0.221,5.7,29.1,17.5,18.8,1.6,10.2,13.7,30.4,1.1,3.0,4.1,0.13,3.5,2.9,6.4,3.2,
80.0,Scottie Barnes,23.0,TOR,PF,44.0,44.0,1526.0,17.7,0.529,0.291,0.272,4.6,20.4,12.4,27.7,2.0,3.1,13.6,26.6,0.6,1.7,2.3,0.072,1.5,0.8,2.3,1.7,
81.0,Jalen Wilson,24.0,BRK,PF,56.0,15.0,1517.0,8.6,0.522,0.563,0.23,4.4,10.7,7.4,10.6,1.0,0.2,11.5,16.1,0.2,0.8,1.0,0.032,-3.2,-1.3,-4.5,-0.9,
82.0,Norman Powell,31.0,LAC,SG,45.0,45.0,1511.0,19.4,0.633,0.462,0.289,1.3,10.5,5.9,11.2,1.9,0.5,9.7,27.2,2.9,1.8,4.7,0.149,3.1,-0.1,2.9,1.9,
83.0,Myles Turner,28.0,IND,C,49.0,49.0,1509.0,15.0,0.592,0.465,0.272,4.6,19.0,11.9,7.2,1.3,5.6,12.8,20.8,0.7,1.8,2.4,0.078,-0.8,0.1,-0.7,0.5,
84.0,Dennis Schröder,31.0,3TM,PG,53.0,41.0,1509.0,12.7,0.533,0.459,0.224,1.0,9.2,5.0,29.3,1.7,0.5,14.3,22.7,0.7,1.2,1.9,0.06,-1.6,-1.1,-2.7,-0.3,
85.0,Dennis Schröder,31.0,BRK,PG,23.0,23.0,772.0,16.3,0.588,0.462,0.249,0.6,9.9,5.1,33.5,1.7,0.5,14.1,23.9,1.2,0.5,1.7,0.106,1.1,-1.1,0.0,0.4,
86.0,Dennis Schröder,31.0,GSW,SG,24.0,18.0,628.0,8.5,0.474,0.458,0.155,1.6,8.1,4.7,23.8,1.9,0.5,15.2,21.1,-0.5,0.6,0.1,0.008,-4.5,-0.8,-5.3,-0.5,
87.0,Dennis Schröder,31.0,DET,PG,6.0,0.0,109.0,10.8,0.459,0.444,0.422,0.0,11.1,5.6,30.7,0.9,0.9,11.6,23.4,0.0,0.1,0.1,0.042,-4.0,-2.6,-6.6,-0.1,
88.0,Giannis Antetokounmpo,30.0,MIL,PF,44.0,44.0,1506.0,29.8,0.622,0.04,0.508,7.3,29.6,18.8,33.6,1.1,3.5,12.3,36.2,4.1,2.4,6.6,0.21,6.1,2.0,8.1,3.8,
89.0,Keyonte George,21.0,UTA,PG,47.0,32.0,1483.0,13.5,0.544,0.562,0.301,1.4,11.4,6.5,28.5,1.1,0.5,15.5,24.4,1.0,0.2,1.2,0.038,0.4,-2.4,-2.0,0.0,
90.0,Nickeil Alexander-Walker,26.0,MIN,SG,59.0,9.0,1481.0,11.1,0.588,0.603,0.148,2.7,11.0,6.9,14.4,1.1,1.2,13.7,15.8,1.3,1.5,2.8,0.09,-0.9,0.1,-0.8,0.4,
91.0,Andrew Wiggins,29.0,2TM,SF,48.0,48.0,1479.0,16.0,0.56,0.423,0.313,5.3,11.0,8.1,12.0,1.5,2.5,8.4,23.5,1.7,1.5,3.3,0.106,1.3,-0.5,0.8,1.0,
92.0,Andrew Wiggins,29.0,GSW,SF,43.0,43.0,1296.0,16.5,0.566,0.422,0.304,5.2,11.2,8.1,12.0,1.5,2.4,7.7,23.4,1.8,1.3,3.2,0.117,1.5,-0.6,1.0,1.0,
93.0,Andrew Wiggins,29.0,MIA,SF,5.0,5.0,183.0,12.7,0.512,0.429,0.377,6.0,10.0,8.0,11.8,1.4,3.1,12.7,24.8,-0.1,0.2,0.1,0.028,-0.7,-0.1,-0.8,0.1,
94.0,Shaedon Sharpe,21.0,POR,SG,50.0,31.0,1478.0,13.7,0.546,0.433,0.205,2.6,11.1,6.8,13.4,1.3,0.7,10.6,24.7,0.7,0.8,1.5,0.047,-0.4,-1.7,-2.1,0.0,
95.0,Gradey Dick,21.0,TOR,SG,50.0,50.0,1477.0,11.3,0.548,0.5,0.244,3.0,9.9,6.4,9.0,1.5,0.6,10.5,21.6,0.4,0.7,1.0,0.034,-1.6,-1.7,-3.3,-0.5,
96.0,Anthony Davis,31.0,2TM,PF,43.0,43.0,1471.0,27.4,0.602,0.124,0.421,9.7,29.2,19.8,17.4,1.8,5.9,9.3,30.3,3.9,2.7,6.6,0.214,4.7,1.5,6.2,3.1,
97.0,Anthony Davis,31.0,LAL,C,42.0,42.0,1440.0,27.2,0.601,0.124,0.423,9.6,29.0,19.6,16.9,1.8,5.8,9.4,30.3,3.7,2.6,6.3,0.21,4.5,1.4,5.9,2.9,
98.0,Anthony Davis,31.0,DAL,PF,1.0,1.0,31.0,38.8,0.63,0.111,0.333,14.4,40.8,27.9,40.9,0.0,8.4,4.6,29.9,0.2,0.1,0.3,0.39,15.3,4.5,19.8,0.2,
99.0,P.J. Washington,26.0,DAL,PF,45.0,44.0,1464.0,14.4,0.549,0.363,0.282,5.5,21.1,13.5,10.0,1.8,2.7,12.4,19.8,0.7,1.9,2.6,0.084,-0.7,0.5,-0.2,0.7,
100.0,Trey Murphy III,24.0,NOP,SF,41.0,39.0,1464.0,18.4,0.607,0.523,0.284,2.4,13.7,7.9,16.5,1.5,1.8,8.9,23.6,3.0,0.5,3.5,0.114,2.9,-1.2,1.7,1.4,
101.0,RJ Barrett,24.0,TOR,SF,44.0,44.0,1463.0,17.2,0.557,0.306,0.32,3.3,18.2,10.7,27.6,1.3,0.9,13.0,28.8,0.9,1.0,1.9,0.063,1.6,-0.8,0.8,1.0,
102.0,Jaylen Wells,21.0,MEM,SG,57.0,52.0,1459.0,11.4,0.583,0.554,0.201,4.6,8.5,6.6,8.0,1.0,0.4,8.9,16.5,1.9,1.1,3.1,0.1,-0.4,-1.0,-1.4,0.2,
103.0,Yves Missi,20.0,NOP,C,54.0,48.0,1454.0,14.6,0.562,0.003,0.394,13.5,19.2,16.3,7.1,0.9,5.1,13.8,13.6,1.7,0.8,2.5,0.082,-2.1,-1.2,-3.3,-0.5,
104.0,Josh Green,24.0,CHO,SG,51.0,50.0,1453.0,8.0,0.567,0.577,0.166,3.3,7.0,5.1,7.3,2.0,0.7,13.2,11.5,0.5,1.0,1.5,0.049,-4.4,0.2,-4.1,-0.8,
105.0,Taurean Prince,30.0,MIL,SF,55.0,48.0,1432.0,9.8,0.62,0.655,0.088,2.2,12.9,7.7,9.8,1.4,0.5,13.9,12.5,1.1,1.3,2.4,0.08,-1.8,-0.1,-2.0,0.0,
106.0,CJ McCollum,33.0,NOP,PG,43.0,43.0,1432.0,16.5,0.559,0.45,0.187,2.2,10.2,6.1,19.6,1.1,1.5,8.5,27.4,1.4,0.1,1.5,0.05,1.7,-2.6,-0.9,0.4,
107.0,Amir Coffey,27.0,LAC,SG,55.0,13.0,1430.0,11.3,0.621,0.489,0.258,2.2,8.2,5.2,6.1,1.0,0.5,8.0,15.1,2.0,1.3,3.3,0.111,-1.4,-0.4,-1.8,0.1,
108.0,Jerami Grant,30.0,POR,PF,44.0,44.0,1427.0,11.2,0.523,0.506,0.283,1.9,9.7,5.7,10.0,1.3,2.9,9.0,19.6,0.6,0.9,1.5,0.05,-1.2,-0.5,-1.7,0.1,
109.0,Jalen Duren,21.0,DET,C,55.0,55.0,1418.0,21.0,0.707,0.0,0.399,15.6,28.7,22.2,14.7,1.3,4.2,19.0,15.8,3.9,2.3,6.2,0.209,1.3,1.4,2.6,1.7,
110.0,Guerschon Yabusele,29.0,PHI,C,54.0,28.0,1417.0,15.0,0.624,0.489,0.228,7.9,16.8,12.2,11.1,1.6,1.6,12.9,16.4,2.3,1.0,3.2,0.11,0.2,-0.8,-0.6,0.5,
111.0,Desmond Bane,26.0,MEM,SG,46.0,45.0,1415.0,17.4,0.6,0.417,0.191,3.0,16.6,9.9,24.4,1.8,1.3,14.5,22.7,2.4,1.8,4.3,0.145,2.4,0.7,3.1,1.8,
112.0,Max Christie,21.0,2TM,SG,54.0,27.0,1415.0,11.5,0.608,0.543,0.301,2.5,10.1,6.4,8.7,1.5,1.6,11.5,14.7,1.4,1.1,2.6,0.088,-1.4,-0.1,-1.5,0.2,
113.0,Max Christie,21.0,LAL,SG,46.0,25.0,1154.0,10.6,0.598,0.566,0.302,2.5,9.3,6.0,7.7,1.5,1.7,10.7,13.9,1.0,0.9,1.9,0.081,-1.8,-0.1,-1.9,0.0,
114.0,Max Christie,21.0,DAL,SG,8.0,2.0,261.0,15.1,0.642,0.464,0.298,2.6,13.3,8.1,13.4,1.7,1.3,14.4,18.2,0.4,0.2,0.6,0.116,0.4,-0.2,0.2,0.1,
115.0,Spencer Dinwiddie,31.0,DAL,PG,56.0,19.0,1408.0,12.9,0.561,0.503,0.351,0.9,9.2,5.1,19.9,1.6,0.7,11.4,17.4,1.9,0.9,2.8,0.095,-0.8,-0.3,-1.2,0.3,
