Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
46.0,James Harden,35.0,LAC,PG,54.0,54.0,34.5,6.3,16.1,0.392,2.9,8.4,0.341,3.5,7.8,0.448,0.481,6.1,7.0,0.878,0.7,5.3,5.9,8.6,1.5,0.6,4.6,2.1,21.6,
47.0,Jalen Green,22.0,HOU,SG,57.0,57.0,33.4,7.6,17.8,0.427,2.9,8.2,0.356,4.7,9.6,0.487,0.509,3.4,4.1,0.829,0.6,3.7,4.3,3.1,0.8,0.3,2.5,1.6,21.5,
48.0,Darius Garland,25.0,CLE,PG,54.0,54.0,30.1,7.6,15.5,0.493,2.9,6.9,0.425,4.7,8.5,0.549,0.589,3.1,3.6,0.871,0.6,2.0,2.5,6.7,1.2,0.2,2.5,2.0,21.3,
49.0,Jamal Murray,27.0,DEN,PG,51.0,51.0,35.9,7.9,16.6,0.475,2.4,5.9,0.4,5.5,10.7,0.516,0.546,3.0,3.5,0.87,0.6,3.2,3.8,6.1,1.4,0.5,2.2,2.0,21.1,
50.0,Brandon Miller,22.0,CHO,SF,27.0,27.0,34.2,7.3,18.2,0.403,3.9,10.9,0.355,3.5,7.3,0.475,0.509,2.5,2.9,0.861,0.9,3.9,4.9,3.6,1.1,0.7,2.8,2.7,21.0,
51.0,Jordan Poole,25.0,WAS,SG,50.0,50.0,31.3,6.8,16.3,0.418,3.5,9.4,0.371,3.3,6.9,0.481,0.525,3.9,4.4,0.873,0.5,2.7,3.2,4.8,1.4,0.5,3.3,3.2,21.0,
52.0,Jalen Williams,23.0,OKC,SG,54.0,54.0,32.7,8.1,17.0,0.476,1.7,5.0,0.351,6.4,12.0,0.528,0.527,3.1,3.9,0.778,0.9,4.6,5.5,5.1,1.7,0.7,2.3,2.4,21.0,
53.0,Ja Morant,25.0,MEM,PG,35.0,35.0,29.1,7.1,16.0,0.441,1.5,4.9,0.312,5.5,11.1,0.497,0.488,4.9,6.0,0.818,0.6,3.5,4.1,7.4,1.2,0.3,3.8,2.0,20.5,
54.0,Pascal Siakam,30.0,IND,PF,56.0,56.0,33.0,7.8,15.0,0.52,1.7,4.2,0.402,6.1,10.9,0.566,0.576,3.1,4.1,0.763,1.8,5.6,7.3,3.3,0.9,0.5,1.3,2.6,20.4,
55.0,Miles Bridges,26.0,CHO,PF,42.0,42.0,32.0,7.3,16.9,0.434,2.2,6.9,0.324,5.1,10.0,0.511,0.501,3.3,3.8,0.867,1.1,6.5,7.7,3.7,0.8,0.6,2.0,1.5,20.2,
56.0,Domantas Sabonis,28.0,SAC,C,54.0,54.0,35.9,7.9,13.1,0.599,1.1,2.4,0.445,6.8,10.8,0.632,0.639,3.2,4.3,0.747,4.1,10.4,14.5,6.3,0.6,0.4,3.0,3.5,20.0,
57.0,Scottie Barnes,23.0,TOR,PF,44.0,44.0,34.7,7.5,16.8,0.447,1.3,4.9,0.27,6.2,11.9,0.52,0.486,3.5,4.6,0.776,1.5,6.4,7.9,6.2,1.4,1.1,3.0,2.0,19.9,
58.0,Lauri Markkanen,27.0,UTA,PF,43.0,43.0,32.1,6.4,15.0,0.425,2.9,8.4,0.347,3.4,6.5,0.527,0.523,3.6,4.2,0.872,1.7,4.5,6.1,1.6,0.8,0.4,1.4,1.8,19.3,
59.0,Kristaps Porziņģis,29.0,BOS,C,31.0,31.0,29.0,6.5,13.7,0.476,2.4,6.1,0.399,4.1,7.6,0.538,0.565,3.7,4.5,0.823,1.6,5.3,6.9,2.0,0.8,1.6,1.2,2.8,19.2,
60.0,Austin Reaves,26.0,LAL,SG,50.0,50.0,34.7,6.2,13.9,0.446,2.6,7.1,0.36,3.7,6.8,0.537,0.538,4.2,4.9,0.865,0.8,3.5,4.3,6.1,1.2,0.3,2.5,2.0,19.2,
61.0,Cameron Johnson,28.0,BRK,PF,42.0,42.0,31.9,6.3,13.1,0.485,3.0,7.5,0.406,3.3,5.6,0.589,0.6,3.4,3.8,0.899,0.8,3.3,4.1,2.9,0.8,0.5,1.6,1.8,19.1,
62.0,Nikola Vučević,34.0,CHI,C,56.0,56.0,32.1,7.8,14.6,0.533,1.8,4.6,0.387,6.0,10.1,0.599,0.593,1.8,2.1,0.817,2.3,7.9,10.3,3.4,0.9,0.7,1.7,2.4,19.1,
63.0,Alperen Şengün,22.0,HOU,C,54.0,54.0,31.2,7.5,15.4,0.487,0.3,1.5,0.228,7.2,13.9,0.515,0.498,3.7,5.4,0.692,3.3,7.2,10.5,4.9,1.2,0.7,2.5,2.8,19.0,
64.0,Jalen Johnson,23.0,ATL,SF,36.0,36.0,35.7,7.5,15.1,0.5,1.2,3.9,0.312,6.3,11.1,0.566,0.541,2.6,3.5,0.746,1.7,8.3,10.0,5.0,1.6,1.0,2.9,1.9,18.9,
65.0,Julius Randle,30.0,MIN,PF,48.0,48.0,32.6,6.6,14.0,0.47,1.5,4.6,0.321,5.1,9.4,0.542,0.522,4.2,5.2,0.811,2.1,5.0,7.2,4.5,0.7,0.2,2.8,2.5,18.9,
66.0,Evan Mobley,23.0,CLE,PF,51.0,51.0,30.0,7.2,12.7,0.569,1.1,2.9,0.365,6.2,9.8,0.63,0.611,3.2,4.2,0.759,2.3,7.0,9.3,3.1,0.9,1.6,1.9,2.0,18.7,
67.0,Anfernee Simons,25.0,POR,SG,54.0,54.0,32.3,6.6,15.5,0.424,3.0,8.2,0.368,3.6,7.3,0.487,0.521,2.5,2.8,0.894,0.3,2.4,2.7,5.0,0.8,0.1,2.1,1.8,18.7,
68.0,Michael Porter Jr.,26.0,DEN,SF,55.0,55.0,33.1,7.1,13.7,0.516,2.6,6.3,0.41,4.5,7.5,0.605,0.609,1.9,2.5,0.75,1.8,4.9,6.7,2.2,0.6,0.5,1.3,1.8,18.6,
69.0,John Collins,27.0,UTA,PF,37.0,28.0,30.6,6.7,12.7,0.527,1.4,3.5,0.414,5.3,9.3,0.569,0.583,3.5,4.1,0.855,2.1,5.9,8.1,2.1,1.0,1.1,2.6,2.9,18.4,
70.0,De'Andre Hunter,27.0,2TM,SF,42.0,5.0,28.2,5.9,12.8,0.463,2.6,6.5,0.404,3.3,6.3,0.523,0.565,3.8,4.5,0.856,0.7,3.2,3.9,1.5,0.8,0.1,1.5,2.4,18.3,
71.0,De'Andre Hunter,27.0,ATL,SF,37.0,4.0,28.8,6.1,13.3,0.461,2.6,6.7,0.393,3.5,6.6,0.531,0.56,4.1,4.8,0.858,0.7,3.2,3.9,1.5,0.8,0.1,1.6,2.4,19.0,
72.0,De'Andre Hunter,27.0,CLE,SF,5.0,1.0,24.2,4.4,9.2,0.478,2.6,5.0,0.52,1.8,4.2,0.429,0.62,2.0,2.4,0.833,0.4,3.2,3.6,0.8,0.4,0.2,1.0,2.8,13.4,
73.0,Collin Sexton,26.0,UTA,SG,46.0,44.0,28.5,6.5,13.6,0.478,1.9,4.6,0.412,4.6,9.0,0.511,0.547,3.5,3.9,0.894,1.1,1.8,2.9,4.1,0.7,0.1,2.5,2.3,18.3,
74.0,Tyrese Haliburton,24.0,IND,PG,55.0,55.0,34.0,6.3,13.8,0.456,3.0,7.9,0.374,3.3,5.9,0.567,0.563,2.6,3.0,0.855,0.6,2.9,3.5,8.7,1.4,0.6,1.8,1.4,18.1,
75.0,Desmond Bane,26.0,MEM,SG,46.0,45.0,30.8,6.7,13.8,0.488,2.2,5.8,0.385,4.5,8.0,0.562,0.569,2.3,2.6,0.86,0.9,4.9,5.8,5.4,1.2,0.4,2.5,2.4,18.0,
76.0,Coby White,24.0,CHI,SG,51.0,50.0,32.6,6.1,14.2,0.428,3.0,8.0,0.368,3.1,6.1,0.506,0.533,2.9,3.3,0.898,0.3,3.0,3.3,4.7,0.9,0.2,2.4,2.2,18.0,
77.0,Bradley Beal,31.0,PHO,SG,40.0,25.0,32.8,6.8,13.5,0.506,2.0,5.0,0.399,4.9,8.5,0.569,0.58,2.3,2.8,0.813,0.8,2.9,3.6,3.5,1.1,0.6,2.0,2.7,17.9,
78.0,Malik Monk,26.0,SAC,SG,49.0,36.0,32.6,6.6,15.0,0.439,2.2,6.9,0.322,4.3,8.1,0.539,0.514,2.5,2.8,0.878,0.4,3.3,3.8,5.9,1.0,0.7,2.3,2.7,17.9,
79.0,Jimmy Butler,35.0,2TM,SF,31.0,31.0,30.8,5.7,10.9,0.524,0.5,1.5,0.304,5.3,9.4,0.558,0.544,5.7,7.0,0.824,2.4,2.9,5.3,4.9,1.2,0.4,1.2,1.0,17.6,
80.0,Jimmy Butler,35.0,MIA,PF,25.0,25.0,30.6,5.7,10.5,0.54,0.5,1.4,0.361,5.2,9.1,0.568,0.565,5.2,6.4,0.801,2.2,3.0,5.2,4.8,1.1,0.4,1.2,0.9,17.0,
81.0,Jimmy Butler,35.0,GSW,SF,6.0,6.0,31.7,5.8,12.5,0.467,0.2,1.7,0.1,5.7,10.8,0.523,0.473,8.2,9.2,0.891,3.3,2.3,5.7,5.5,1.5,0.3,1.0,1.5,20.0,
82.0,Andrew Wiggins,29.0,2TM,SF,48.0,48.0,30.8,6.0,13.9,0.436,2.2,5.9,0.37,3.9,8.0,0.484,0.514,3.4,4.3,0.784,1.6,3.1,4.7,2.4,0.9,0.8,1.4,1.7,17.6,
83.0,Andrew Wiggins,29.0,GSW,SF,43.0,43.0,30.1,6.1,13.7,0.444,2.2,5.8,0.379,3.9,7.9,0.491,0.524,3.2,4.2,0.777,1.5,3.0,4.6,2.3,0.9,0.8,1.3,1.6,17.6,
84.0,Andrew Wiggins,29.0,MIA,SF,5.0,5.0,36.6,5.8,15.4,0.377,2.0,6.6,0.303,3.8,8.8,0.432,0.442,4.8,5.8,0.828,2.0,3.4,5.4,2.8,1.0,1.2,2.6,2.0,18.4,
85.0,Jaden Ivey,22.0,DET,SG,30.0,30.0,29.9,6.3,13.8,0.46,2.1,5.1,0.409,4.2,8.6,0.49,0.536,2.8,3.9,0.733,1.3,2.8,4.1,4.0,0.9,0.4,3.0,2.2,17.6,
86.0,Mikal Bridges,28.0,NYK,SF,57.0,57.0,37.9,7.2,14.8,0.489,2.3,6.3,0.357,4.9,8.4,0.588,0.565,0.8,1.1,0.742,0.9,2.2,3.2,3.3,1.0,0.5,1.5,1.5,17.5,
87.0,Dejounte Murray,28.0,NOP,PG,31.0,31.0,32.6,6.3,15.9,0.393,1.7,5.6,0.299,4.6,10.3,0.444,0.445,3.3,4.0,0.823,0.5,5.9,6.5,7.4,2.0,0.4,3.4,2.0,17.5,
88.0,Jordan Clarkson,32.0,UTA,SG,31.0,8.0,26.5,5.8,13.8,0.418,2.5,6.5,0.38,3.3,7.4,0.452,0.507,3.1,3.8,0.805,0.7,2.6,3.3,3.8,0.8,0.3,2.0,1.6,17.1,
89.0,Bam Adebayo,27.0,MIA,C,54.0,54.0,34.1,6.5,13.7,0.476,0.8,2.6,0.302,5.8,11.2,0.516,0.504,3.0,4.1,0.738,2.6,7.4,10.0,4.3,1.2,0.7,2.2,2.2,16.9,
90.0,Keyonte George,21.0,UTA,PG,47.0,32.0,31.6,5.5,13.7,0.399,2.7,7.7,0.345,2.8,6.0,0.468,0.496,3.3,4.1,0.799,0.4,3.3,3.7,5.9,0.7,0.2,2.9,1.8,16.9,
91.0,Kawhi Leonard,33.0,LAC,SF,16.0,16.0,26.4,6.7,14.6,0.459,1.7,4.5,0.375,5.0,10.1,0.497,0.517,1.8,2.2,0.829,0.6,4.0,4.6,2.8,1.1,0.4,2.1,1.4,16.9,
92.0,Shaedon Sharpe,21.0,POR,SG,50.0,31.0,29.6,6.3,14.2,0.444,2.0,6.2,0.318,4.4,8.1,0.541,0.513,2.3,2.9,0.801,0.7,3.0,3.7,2.5,0.8,0.2,1.8,1.7,16.9,
93.0,Jonathan Kuminga,22.0,GSW,PF,32.0,10.0,26.0,6.1,13.2,0.459,1.3,3.6,0.345,4.8,9.6,0.502,0.506,3.4,5.3,0.639,1.4,3.6,5.0,2.2,0.9,0.6,1.6,1.9,16.8,
94.0,Malik Beasley,28.0,DET,SG,58.0,12.0,27.5,5.7,13.0,0.44,3.9,9.3,0.423,1.8,3.6,0.483,0.592,1.1,1.7,0.667,0.6,2.3,2.8,1.7,1.0,0.0,1.1,1.5,16.5,
95.0,Bennedict Mathurin,22.0,IND,SF,54.0,44.0,31.0,5.7,12.0,0.477,1.4,4.1,0.35,4.3,8.0,0.542,0.536,3.4,4.1,0.824,1.2,4.3,5.5,1.9,0.6,0.4,1.9,2.4,16.3,
96.0,Paul George,34.0,PHI,PF,38.0,38.0,32.2,6.0,13.8,0.432,2.3,6.5,0.355,3.7,7.3,0.5,0.515,1.9,2.4,0.813,0.6,4.6,5.2,4.2,1.8,0.5,2.5,2.4,16.2,
97.0,Jalen Suggs,23.0,ORL,PG,35.0,35.0,28.6,5.6,13.7,0.41,2.2,6.9,0.314,3.5,6.8,0.506,0.489,2.8,3.1,0.882,0.7,3.4,4.0,3.7,1.5,0.9,2.9,2.8,16.2,
98.0,Derrick White,30.0,BOS,SG,54.0,54.0,33.6,5.5,12.4,0.445,3.4,8.7,0.384,2.2,3.7,0.591,0.581,1.8,2.1,0.842,0.9,3.5,4.4,4.3,0.8,1.1,1.6,1.8,16.2,
99.0,Immanuel Quickley,25.0,TOR,PG,18.0,18.0,27.7,5.2,12.4,0.422,2.5,6.2,0.402,2.7,6.2,0.441,0.522,3.2,3.6,0.891,0.3,2.7,3.1,5.6,0.6,0.2,1.9,1.7,16.1,
100.0,OG Anunoby,27.0,NYK,PF,51.0,51.0,36.1,6.0,12.5,0.478,2.1,5.7,0.364,3.9,6.8,0.573,0.561,1.9,2.4,0.798,1.3,3.3,4.6,2.0,1.4,0.8,1.3,2.3,16.0,
101.0,Kyle Kuzma,29.0,2TM,PF,39.0,36.0,28.9,5.9,14.1,0.42,1.4,5.1,0.284,4.5,9.0,0.496,0.471,2.1,3.4,0.624,0.8,5.2,6.1,2.5,0.6,0.2,2.3,1.8,15.4,
102.0,Kyle Kuzma,29.0,WAS,PF,32.0,30.0,27.7,6.0,14.2,0.42,1.4,5.0,0.281,4.6,9.2,0.495,0.469,1.8,3.1,0.602,0.8,4.9,5.8,2.5,0.6,0.2,2.3,1.6,15.2,
103.0,Kyle Kuzma,29.0,MIL,PF,7.0,6.0,34.1,5.6,13.3,0.419,1.6,5.3,0.297,4.0,8.0,0.5,0.478,3.4,5.0,0.686,0.9,6.6,7.4,2.7,0.4,0.1,2.4,2.9,16.1,
104.0,Ivica Zubac,27.0,LAC,C,55.0,55.0,32.0,6.8,11.1,0.612,0.0,0.0,,6.8,11.1,0.612,0.612,1.8,2.8,0.641,3.8,8.8,12.6,2.5,0.8,1.2,1.7,2.0,15.4,
105.0,Chet Holmgren,22.0,OKC,C,15.0,15.0,26.5,5.3,10.6,0.503,1.4,3.5,0.396,3.9,7.1,0.557,0.569,3.3,4.3,0.754,1.7,6.4,8.1,1.7,0.9,2.9,2.1,2.0,15.3,
106.0,Jared McCain,20.0,PHI,SG,23.0,8.0,25.7,5.5,11.9,0.46,2.2,5.8,0.383,3.3,6.1,0.532,0.553,2.1,2.4,0.875,0.6,1.9,2.4,2.6,0.7,0.0,1.6,1.6,15.3,
107.0,Myles Turner,28.0,IND,C,49.0,49.0,30.8,5.4,11.6,0.468,2.1,5.4,0.392,3.3,6.2,0.535,0.559,2.4,3.1,0.766,1.2,5.3,6.5,1.6,0.9,1.9,1.9,2.8,15.3,
108.0,Devin Vassell,24.0,SAS,SG,40.0,29.0,30.2,5.8,13.6,0.428,2.2,6.3,0.344,3.7,7.4,0.498,0.506,1.5,2.0,0.772,0.6,2.8,3.4,2.8,1.2,0.5,1.4,1.6,15.3,
109.0,Mark Williams,23.0,CHO,C,25.0,22.0,25.0,5.8,10.2,0.575,0.0,0.0,0.0,5.8,10.1,0.577,0.575,3.4,4.4,0.789,3.2,6.2,9.4,2.4,0.7,1.1,1.0,2.5,15.1,
110.0,Christian Braun,23.0,DEN,SG,57.0,55.0,33.1,5.8,10.1,0.575,0.9,2.6,0.367,4.8,7.5,0.646,0.622,2.3,2.8,0.826,1.3,3.8,5.1,2.2,1.1,0.5,1.0,2.2,14.9,
