Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Shai Gilgeous-Alexander,26.0,OKC,PG,41.0,41.0,1399.0,456.0,857.0,0.532,82.0,234.0,0.35,374.0,623.0,0.6,0.58,297.0,330.0,0.9,34.0,185.0,219.0,251.0,85.0,45.0,110.0,88.0,1291.0,0.0,
2.0,Giannis Antetokounmpo,30.0,MIL,PF,35.0,35.0,1221.0,439.0,726.0,0.605,4.0,26.0,0.154,435.0,700.0,0.621,0.607,220.0,375.0,0.587,77.0,342.0,419.0,211.0,27.0,48.0,124.0,83.0,1102.0,5.0,
3.0,Anthony Edwards,23.0,MIN,SG,42.0,42.0,1542.0,378.0,852.0,0.444,179.0,417.0,0.429,199.0,435.0,0.457,0.549,163.0,193.0,0.845,30.0,215.0,245.0,179.0,51.0,23.0,140.0,81.0,1098.0,0.0,
4.0,Jalen Brunson,28.0,NYK,PG,42.0,42.0,1478.0,374.0,773.0,0.484,98.0,252.0,0.389,276.0,521.0,0.53,0.547,245.0,296.0,0.828,19.0,107.0,126.0,312.0,37.0,2.0,101.0,92.0,1091.0,0.0,
5.0,Nikola Jokić,29.0,DEN,C,36.0,36.0,1317.0,412.0,735.0,0.561,74.0,157.0,0.471,338.0,578.0,0.585,0.611,187.0,232.0,0.806,122.0,352.0,474.0,355.0,66.0,22.0,111.0,74.0,1085.0,18.0,
6.0,Jayson Tatum,26.0,BOS,PF,39.0,39.0,1424.0,361.0,787.0,0.459,143.0,400.0,0.358,218.0,387.0,0.563,0.55,214.0,268.0,0.799,25.0,336.0,361.0,210.0,51.0,19.0,108.0,92.0,1079.0,1.0,
7.0,De'Aaron Fox,27.0,SAC,PG,39.0,39.0,1450.0,373.0,778.0,0.479,79.0,246.0,0.321,294.0,532.0,0.553,0.53,185.0,227.0,0.815,43.0,158.0,201.0,245.0,63.0,17.0,126.0,104.0,1010.0,0.0,
8.0,Tyler Herro,25.0,MIA,SG,41.0,41.0,1448.0,342.0,715.0,0.478,160.0,393.0,0.407,182.0,322.0,0.565,0.59,142.0,164.0,0.866,13.0,220.0,233.0,207.0,29.0,4.0,97.0,58.0,986.0,0.0,
9.0,Karl-Anthony Towns,29.0,NYK,C,38.0,38.0,1318.0,344.0,625.0,0.55,83.0,185.0,0.449,261.0,440.0,0.593,0.617,194.0,232.0,0.836,114.0,416.0,530.0,125.0,37.0,31.0,100.0,136.0,965.0,0.0,
10.0,Anthony Davis,31.0,LAL,C,37.0,37.0,1294.0,345.0,664.0,0.52,27.0,85.0,0.318,318.0,579.0,0.549,0.54,229.0,292.0,0.784,100.0,337.0,437.0,128.0,48.0,80.0,84.0,72.0,946.0,0.0,
11.0,Devin Booker,28.0,PHO,SG,36.0,36.0,1328.0,299.0,678.0,0.441,98.0,283.0,0.346,201.0,395.0,0.509,0.513,232.0,259.0,0.896,38.0,105.0,143.0,241.0,44.0,10.0,86.0,79.0,928.0,0.0,
12.0,Cade Cunningham,23.0,DET,PG,38.0,38.0,1353.0,346.0,769.0,0.45,91.0,247.0,0.368,255.0,522.0,0.489,0.509,140.0,174.0,0.805,35.0,211.0,246.0,357.0,35.0,31.0,167.0,107.0,923.0,7.0,
13.0,Jaren Jackson Jr.,25.0,MEM,C,40.0,40.0,1171.0,329.0,671.0,0.49,72.0,209.0,0.344,257.0,462.0,0.556,0.544,173.0,223.0,0.776,59.0,191.0,250.0,85.0,59.0,66.0,90.0,133.0,903.0,0.0,
14.0,Zach LaVine,29.0,CHI,SF,38.0,38.0,1293.0,330.0,643.0,0.513,121.0,268.0,0.451,209.0,375.0,0.557,0.607,121.0,148.0,0.818,11.0,174.0,185.0,175.0,36.0,10.0,112.0,58.0,902.0,0.0,
15.0,Donovan Mitchell,28.0,CLE,SG,39.0,39.0,1216.0,317.0,711.0,0.446,143.0,357.0,0.401,174.0,354.0,0.492,0.546,123.0,149.0,0.826,24.0,153.0,177.0,175.0,56.0,8.0,79.0,77.0,900.0,0.0,
16.0,Tyrese Maxey,24.0,PHI,PG,34.0,34.0,1286.0,309.0,728.0,0.424,109.0,326.0,0.334,200.0,402.0,0.498,0.499,170.0,199.0,0.854,9.0,110.0,119.0,197.0,67.0,13.0,83.0,78.0,897.0,1.0,
17.0,Jalen Green,22.0,HOU,SG,41.0,41.0,1347.0,309.0,706.0,0.438,119.0,328.0,0.363,190.0,378.0,0.503,0.522,149.0,170.0,0.876,23.0,157.0,180.0,108.0,40.0,14.0,98.0,70.0,886.0,0.0,
18.0,Trae Young,26.0,ATL,PG,38.0,38.0,1362.0,267.0,662.0,0.403,112.0,326.0,0.344,155.0,336.0,0.461,0.488,236.0,271.0,0.871,20.0,111.0,131.0,450.0,50.0,9.0,165.0,72.0,882.0,0.0,
19.0,LeBron James,40.0,LAL,SF,37.0,37.0,1293.0,339.0,659.0,0.514,84.0,210.0,0.4,255.0,449.0,0.568,0.578,119.0,157.0,0.758,34.0,241.0,275.0,328.0,32.0,22.0,140.0,54.0,881.0,8.0,
20.0,Victor Wembanyama,21.0,SAS,C,36.0,36.0,1193.0,322.0,681.0,0.473,116.0,328.0,0.354,206.0,353.0,0.584,0.558,120.0,142.0,0.845,64.0,323.0,387.0,133.0,39.0,144.0,124.0,79.0,880.0,1.0,
21.0,Pascal Siakam,30.0,IND,PF,43.0,43.0,1432.0,334.0,639.0,0.523,75.0,185.0,0.405,259.0,454.0,0.57,0.581,123.0,165.0,0.745,74.0,242.0,316.0,146.0,39.0,14.0,53.0,113.0,866.0,0.0,
22.0,Nikola Vučević,34.0,CHI,C,42.0,42.0,1356.0,352.0,631.0,0.558,82.0,197.0,0.416,270.0,434.0,0.622,0.623,75.0,92.0,0.815,100.0,338.0,438.0,142.0,34.0,27.0,65.0,100.0,861.0,0.0,
23.0,Damian Lillard,34.0,MIL,PG,34.0,34.0,1228.0,262.0,583.0,0.449,118.0,301.0,0.392,144.0,282.0,0.511,0.551,208.0,226.0,0.92,18.0,131.0,149.0,242.0,43.0,6.0,98.0,63.0,850.0,0.0,
24.0,Kevin Durant,36.0,PHO,PF,31.0,31.0,1123.0,306.0,587.0,0.521,66.0,177.0,0.373,240.0,410.0,0.585,0.578,171.0,208.0,0.822,14.0,185.0,199.0,131.0,25.0,42.0,99.0,54.0,849.0,0.0,
25.0,Darius Garland,25.0,CLE,PG,40.0,40.0,1208.0,302.0,605.0,0.499,117.0,276.0,0.424,185.0,329.0,0.562,0.596,127.0,140.0,0.907,20.0,81.0,101.0,271.0,42.0,9.0,96.0,84.0,848.0,0.0,
26.0,Jalen Williams,23.0,OKC,SG,41.0,41.0,1329.0,328.0,691.0,0.475,69.0,204.0,0.338,259.0,487.0,0.532,0.525,118.0,151.0,0.781,33.0,200.0,233.0,213.0,72.0,30.0,96.0,104.0,843.0,0.0,
27.0,James Harden,35.0,LAC,PG,39.0,39.0,1307.0,245.0,617.0,0.397,111.0,318.0,0.349,134.0,299.0,0.448,0.487,235.0,265.0,0.887,23.0,203.0,226.0,315.0,56.0,24.0,179.0,78.0,836.0,1.0,
28.0,Jaylen Brown,28.0,BOS,SF,35.0,35.0,1250.0,298.0,664.0,0.449,71.0,222.0,0.32,227.0,442.0,0.514,0.502,149.0,195.0,0.764,55.0,158.0,213.0,170.0,46.0,10.0,98.0,84.0,816.0,0.0,
29.0,Domantas Sabonis,28.0,SAC,C,39.0,39.0,1403.0,320.0,529.0,0.605,45.0,93.0,0.484,275.0,436.0,0.631,0.647,125.0,163.0,0.767,152.0,402.0,554.0,245.0,27.0,19.0,115.0,140.0,810.0,5.0,
30.0,Julius Randle,30.0,MIN,PF,42.0,42.0,1386.0,281.0,587.0,0.479,66.0,193.0,0.342,215.0,394.0,0.546,0.535,181.0,223.0,0.812,87.0,217.0,304.0,188.0,26.0,8.0,126.0,104.0,809.0,0.0,
31.0,Norman Powell,31.0,LAC,SG,34.0,34.0,1112.0,278.0,564.0,0.493,120.0,269.0,0.446,158.0,295.0,0.536,0.599,128.0,154.0,0.831,11.0,107.0,118.0,76.0,45.0,5.0,71.0,66.0,804.0,0.0,
32.0,DeMar DeRozan,35.0,SAC,SF,37.0,37.0,1322.0,297.0,620.0,0.479,30.0,95.0,0.316,267.0,525.0,0.509,0.503,173.0,200.0,0.865,20.0,121.0,141.0,142.0,46.0,15.0,54.0,77.0,797.0,0.0,
33.0,LaMelo Ball,23.0,CHO,PG,27.0,27.0,921.0,276.0,654.0,0.422,115.0,348.0,0.33,161.0,306.0,0.526,0.51,129.0,154.0,0.838,26.0,117.0,143.0,203.0,38.0,9.0,106.0,97.0,796.0,0.0,
34.0,Alperen Şengün,22.0,HOU,C,41.0,41.0,1287.0,318.0,647.0,0.491,14.0,60.0,0.233,304.0,587.0,0.518,0.502,146.0,205.0,0.712,140.0,291.0,431.0,208.0,56.0,36.0,103.0,114.0,796.0,3.0,
35.0,Mikal Bridges,28.0,NYK,SF,43.0,43.0,1675.0,315.0,644.0,0.489,104.0,296.0,0.351,211.0,348.0,0.606,0.57,35.0,49.0,0.714,40.0,96.0,136.0,136.0,42.0,22.0,63.0,60.0,769.0,0.0,
36.0,Kyrie Irving,32.0,DAL,SG,32.0,32.0,1137.0,282.0,586.0,0.481,96.0,222.0,0.432,186.0,364.0,0.511,0.563,105.0,117.0,0.897,33.0,113.0,146.0,154.0,41.0,12.0,72.0,69.0,765.0,0.0,
37.0,Michael Porter Jr.,26.0,DEN,SF,42.0,42.0,1407.0,289.0,562.0,0.514,109.0,262.0,0.416,180.0,300.0,0.6,0.611,78.0,110.0,0.709,63.0,211.0,274.0,99.0,27.0,19.0,57.0,81.0,765.0,0.0,
38.0,RJ Barrett,24.0,TOR,SG,34.0,34.0,1144.0,282.0,611.0,0.462,62.0,189.0,0.328,220.0,422.0,0.521,0.512,135.0,196.0,0.689,35.0,191.0,226.0,205.0,26.0,13.0,110.0,86.0,761.0,2.0,
39.0,Stephen Curry,36.0,GSW,PG,33.0,33.0,1048.0,254.0,565.0,0.45,146.0,355.0,0.411,108.0,210.0,0.514,0.579,106.0,113.0,0.938,17.0,148.0,165.0,203.0,38.0,17.0,99.0,39.0,760.0,0.0,
40.0,Tyrese Haliburton,24.0,IND,PG,42.0,42.0,1449.0,258.0,581.0,0.444,119.0,335.0,0.355,139.0,246.0,0.565,0.546,116.0,135.0,0.859,27.0,125.0,152.0,370.0,52.0,25.0,78.0,56.0,751.0,0.0,
41.0,Jordan Poole,25.0,WAS,SG,34.0,34.0,1050.0,237.0,549.0,0.432,125.0,309.0,0.405,112.0,240.0,0.467,0.546,134.0,156.0,0.859,14.0,84.0,98.0,161.0,51.0,15.0,123.0,111.0,733.0,0.0,
42.0,Coby White,24.0,CHI,SG,40.0,40.0,1305.0,249.0,570.0,0.437,120.0,330.0,0.364,129.0,240.0,0.538,0.542,111.0,127.0,0.874,14.0,122.0,136.0,186.0,41.0,8.0,96.0,93.0,729.0,0.0,
43.0,Jamal Murray,27.0,DEN,PG,36.0,36.0,1291.0,266.0,586.0,0.454,79.0,207.0,0.382,187.0,379.0,0.493,0.521,112.0,130.0,0.862,19.0,122.0,141.0,216.0,55.0,21.0,81.0,62.0,723.0,0.0,
44.0,Collin Sexton,26.0,UTA,SG,39.0,37.0,1126.0,256.0,533.0,0.48,74.0,178.0,0.416,182.0,355.0,0.513,0.55,128.0,142.0,0.901,37.0,73.0,110.0,155.0,29.0,4.0,97.0,85.0,714.0,0.0,
45.0,Evan Mobley,23.0,CLE,PF,38.0,38.0,1147.0,271.0,473.0,0.573,45.0,107.0,0.421,226.0,366.0,0.617,0.621,120.0,155.0,0.774,78.0,257.0,335.0,110.0,35.0,53.0,77.0,77.0,707.0,0.0,
46.0,OG Anunoby,27.0,NYK,PF,43.0,43.0,1575.0,261.0,553.0,0.472,87.0,252.0,0.345,174.0,301.0,0.578,0.551,81.0,102.0,0.794,54.0,151.0,205.0,84.0,58.0,38.0,61.0,102.0,690.0,0.0,
47.0,Bennedict Mathurin,22.0,IND,SG,42.0,37.0,1368.0,241.0,520.0,0.463,63.0,176.0,0.358,178.0,344.0,0.517,0.524,140.0,171.0,0.819,52.0,202.0,254.0,82.0,27.0,15.0,89.0,111.0,685.0,0.0,
48.0,Anfernee Simons,25.0,POR,SG,38.0,38.0,1213.0,245.0,584.0,0.42,110.0,305.0,0.361,135.0,279.0,0.484,0.514,85.0,93.0,0.914,11.0,91.0,102.0,188.0,34.0,2.0,86.0,73.0,685.0,0.0,
49.0,Malik Beasley,28.0,DET,SG,42.0,11.0,1180.0,238.0,561.0,0.424,154.0,387.0,0.398,84.0,174.0,0.483,0.561,46.0,68.0,0.676,23.0,102.0,125.0,77.0,37.0,2.0,46.0,61.0,676.0,0.0,
50.0,Cameron Johnson,28.0,BRK,PF,34.0,34.0,1096.0,220.0,440.0,0.5,110.0,258.0,0.426,110.0,182.0,0.604,0.625,113.0,126.0,0.897,25.0,114.0,139.0,101.0,28.0,15.0,58.0,60.0,663.0,0.0,
51.0,Jalen Johnson,23.0,ATL,SF,33.0,33.0,1201.0,258.0,507.0,0.509,44.0,135.0,0.326,214.0,372.0,0.575,0.552,89.0,120.0,0.742,60.0,277.0,337.0,172.0,49.0,35.0,100.0,64.0,649.0,1.0,
52.0,CJ McCollum,33.0,NOP,PG,30.0,30.0,998.0,244.0,547.0,0.446,94.0,253.0,0.372,150.0,294.0,0.51,0.532,67.0,96.0,0.698,23.0,84.0,107.0,115.0,25.0,15.0,49.0,70.0,649.0,0.0,
53.0,Derrick White,30.0,BOS,SG,40.0,40.0,1355.0,223.0,513.0,0.435,133.0,360.0,0.369,90.0,153.0,0.588,0.564,68.0,82.0,0.829,37.0,137.0,174.0,165.0,37.0,49.0,66.0,80.0,647.0,0.0,
54.0,Austin Reaves,26.0,LAL,SG,35.0,35.0,1220.0,216.0,485.0,0.445,92.0,249.0,0.369,124.0,236.0,0.525,0.54,120.0,144.0,0.833,30.0,117.0,147.0,210.0,38.0,6.0,87.0,75.0,644.0,1.0,
55.0,Bam Adebayo,27.0,MIA,C,40.0,40.0,1351.0,242.0,533.0,0.454,28.0,101.0,0.277,214.0,432.0,0.495,0.48,116.0,161.0,0.72,94.0,294.0,388.0,184.0,59.0,32.0,84.0,83.0,628.0,1.0,
56.0,Lauri Markkanen,27.0,UTA,PF,31.0,31.0,984.0,196.0,458.0,0.428,95.0,260.0,0.365,101.0,198.0,0.51,0.532,136.0,154.0,0.883,53.0,135.0,188.0,59.0,26.0,9.0,43.0,53.0,623.0,0.0,
57.0,Luka Dončić,25.0,DAL,PG,22.0,22.0,785.0,216.0,466.0,0.464,75.0,212.0,0.354,141.0,254.0,0.555,0.544,112.0,146.0,0.767,16.0,167.0,183.0,172.0,44.0,9.0,75.0,58.0,619.0,3.0,
58.0,Myles Turner,28.0,IND,C,40.0,40.0,1247.0,224.0,457.0,0.49,82.0,203.0,0.404,142.0,254.0,0.559,0.58,88.0,119.0,0.739,56.0,226.0,282.0,61.0,33.0,79.0,80.0,115.0,618.0,0.0,
59.0,Shaedon Sharpe,21.0,POR,SG,34.0,31.0,1074.0,231.0,512.0,0.451,66.0,212.0,0.311,165.0,300.0,0.55,0.516,89.0,111.0,0.802,25.0,106.0,131.0,92.0,28.0,9.0,67.0,62.0,617.0,0.0,
60.0,Ivica Zubac,27.0,LAC,C,41.0,41.0,1306.0,275.0,447.0,0.615,0.0,0.0,,275.0,447.0,0.615,0.615,66.0,118.0,0.559,156.0,363.0,519.0,105.0,28.0,51.0,73.0,79.0,616.0,0.0,
61.0,Payton Pritchard,27.0,BOS,PG,42.0,0.0,1167.0,213.0,452.0,0.471,141.0,338.0,0.417,72.0,114.0,0.632,0.627,46.0,55.0,0.836,59.0,92.0,151.0,138.0,36.0,5.0,43.0,72.0,613.0,0.0,
62.0,Franz Wagner,23.0,ORL,SF,25.0,25.0,829.0,220.0,473.0,0.465,51.0,159.0,0.321,169.0,314.0,0.538,0.519,119.0,135.0,0.881,23.0,117.0,140.0,142.0,43.0,12.0,61.0,58.0,610.0,0.0,
63.0,Andrew Wiggins,29.0,GSW,SF,35.0,35.0,1033.0,211.0,463.0,0.456,77.0,197.0,0.391,134.0,266.0,0.504,0.539,102.0,131.0,0.779,53.0,106.0,159.0,81.0,33.0,28.0,45.0,61.0,601.0,0.0,
64.0,Malik Monk,26.0,SAC,SG,34.0,21.0,1067.0,214.0,485.0,0.441,82.0,239.0,0.343,132.0,246.0,0.537,0.526,89.0,100.0,0.89,12.0,112.0,124.0,186.0,33.0,18.0,64.0,85.0,599.0,0.0,
65.0,Dennis Schröder,31.0,2TM,SG,39.0,39.0,1221.0,210.0,501.0,0.419,80.0,227.0,0.352,130.0,274.0,0.474,0.499,97.0,112.0,0.866,11.0,90.0,101.0,224.0,39.0,6.0,92.0,100.0,597.0,0.0,
65.0,Dennis Schröder,31.0,BRK,PG,23.0,23.0,772.0,147.0,325.0,0.452,58.0,150.0,0.387,89.0,175.0,0.509,0.542,72.0,81.0,0.889,4.0,64.0,68.0,152.0,26.0,4.0,59.0,56.0,424.0,0.0,
65.0,Dennis Schröder,31.0,GSW,SG,16.0,16.0,449.0,63.0,176.0,0.358,22.0,77.0,0.286,41.0,99.0,0.414,0.42,25.0,31.0,0.806,7.0,26.0,33.0,72.0,13.0,2.0,33.0,44.0,173.0,0.0,
66.0,Josh Hart,29.0,NYK,SG,42.0,42.0,1587.0,223.0,401.0,0.556,53.0,146.0,0.363,170.0,255.0,0.667,0.622,96.0,118.0,0.814,91.0,310.0,401.0,232.0,64.0,15.0,82.0,112.0,595.0,5.0,
67.0,Gradey Dick,21.0,TOR,SG,36.0,36.0,1099.0,198.0,484.0,0.409,84.0,243.0,0.346,114.0,241.0,0.473,0.496,100.0,111.0,0.901,27.0,94.0,121.0,77.0,31.0,7.0,59.0,82.0,580.0,0.0,
68.0,Trey Murphy III,24.0,NOP,SF,27.0,25.0,936.0,194.0,430.0,0.451,83.0,233.0,0.356,111.0,197.0,0.563,0.548,109.0,119.0,0.916,28.0,105.0,133.0,79.0,32.0,20.0,43.0,64.0,580.0,0.0,
69.0,Jarrett Allen,26.0,CLE,C,41.0,41.0,1185.0,236.0,333.0,0.709,0.0,1.0,0.0,236.0,332.0,0.711,0.709,106.0,143.0,0.741,104.0,304.0,408.0,78.0,39.0,38.0,42.0,56.0,578.0,0.0,
70.0,Scottie Barnes,23.0,TOR,PF,29.0,29.0,1008.0,224.0,484.0,0.463,41.0,151.0,0.272,183.0,333.0,0.55,0.505,89.0,122.0,0.73,48.0,183.0,231.0,191.0,43.0,27.0,99.0,64.0,578.0,1.0,
71.0,Desmond Bane,26.0,MEM,SG,33.0,32.0,971.0,214.0,437.0,0.49,71.0,192.0,0.37,143.0,245.0,0.584,0.571,73.0,85.0,0.859,27.0,159.0,186.0,172.0,44.0,15.0,85.0,83.0,572.0,0.0,
72.0,Brandon Miller,22.0,CHO,SF,27.0,27.0,924.0,198.0,491.0,0.403,104.0,293.0,0.355,94.0,198.0,0.475,0.509,68.0,79.0,0.861,25.0,106.0,131.0,98.0,29.0,20.0,76.0,74.0,568.0,0.0,
73.0,Christian Braun,23.0,DEN,SG,41.0,41.0,1351.0,220.0,388.0,0.567,38.0,103.0,0.369,182.0,285.0,0.639,0.616,86.0,105.0,0.819,51.0,144.0,195.0,79.0,43.0,24.0,42.0,95.0,564.0,0.0,
74.0,Fred VanVleet,30.0,HOU,PG,38.0,38.0,1354.0,197.0,510.0,0.386,96.0,289.0,0.332,101.0,221.0,0.457,0.48,74.0,91.0,0.813,26.0,128.0,154.0,228.0,63.0,19.0,57.0,94.0,564.0,0.0,
75.0,Jalen Suggs,23.0,ORL,PG,34.0,34.0,987.0,194.0,473.0,0.41,74.0,237.0,0.312,120.0,236.0,0.508,0.488,97.0,107.0,0.907,23.0,116.0,139.0,126.0,50.0,33.0,99.0,93.0,559.0,0.0,
