Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
279,Cole Anthony,25,MIL,PG,28,0,14.8,2.7,6.4,0.427,0.5,1.9,0.278,2.2,4.4,0.492,0.469,0.5,0.8,0.591,0.4,2.1,2.5,3.6,0.6,0.3,1.9,2.1,6.4,,anthoco01
280,Gradey Dick,22,TOR,SG,42,0,15.9,2.2,5.3,0.411,0.8,2.8,0.297,1.4,2.5,0.538,0.489,1.1,1.4,0.842,0.5,1.5,2.1,0.7,0.7,0.1,0.5,1.5,6.4,,dickgr01
281,Drake Powell,20,BRK,SG,28,3,18.5,2.3,4.9,0.471,0.7,2.3,0.313,1.6,2.6,0.611,0.544,1.1,1.2,0.882,0.2,1.5,1.7,1.6,0.6,0.2,1,1.5,6.4,,poweldr01
282,Tidjane Salaün,20,CHO,PF,25,0,16.7,2.3,4.7,0.496,1,2.5,0.419,1.3,2.2,0.582,0.607,0.8,1.1,0.704,0.7,3.6,4.2,0.9,0.4,0.2,0.8,1.6,6.4,,salauti01
283,Alex Caruso,31,OKC,SG,29,0,18.4,2.3,5.3,0.438,1,3.2,0.315,1.3,2.1,0.623,0.533,0.7,0.8,0.909,0.6,2.2,2.8,2.1,1.4,0.4,0.8,1.3,6.3,,carusal01
284,Jaxson Hayes,25,LAL,C,32,4,17.6,2.6,3.3,0.766,0,0,1,2.5,3.3,0.764,0.771,1.2,1.8,0.655,1.5,2.5,4,0.9,0.4,0.6,0.5,2.1,6.3,,hayesja02
285,GG Jackson II,21,MEM,PF,19,3,14.6,2.3,5.4,0.422,0.7,2.8,0.245,1.6,2.6,0.612,0.485,1.1,1.4,0.741,0.4,2.5,2.8,0.6,0.8,0.4,0.9,1.4,6.3,,jacksgg01
286,Jared McCain,21,PHI,SG,30,1,17.3,2.3,6.5,0.354,1,3.1,0.323,1.3,3.4,0.382,0.431,0.7,0.8,0.88,0.1,2.1,2.2,1.6,0.7,0,0.8,1.2,6.3,,mccaija01
287,Mac McClung,27,IND,SG,3,0,11.3,2.3,6,0.389,0.7,3.3,0.2,1.7,2.7,0.625,0.444,1,1.3,0.75,0,1.3,1.3,0.3,1.7,0.3,0.7,2,6.3,,mccluma01
288,Josh Minott,23,BOS,PF,29,10,17.6,2.3,4.5,0.504,1.1,2.5,0.438,1.2,2,0.586,0.626,0.7,0.9,0.769,1.3,2.6,4,1.1,0.8,0.4,0.6,1.7,6.3,,minotjo01
289,Kobe Sanders,23,LAC,SG,32,5,19.9,2.3,5.3,0.435,0.9,2.5,0.363,1.4,2.8,0.5,0.521,0.9,1,0.875,0.5,1.8,2.3,1.5,0.6,0.1,1.3,2.2,6.3,,sandeko01
290,Dru Smith,28,MIA,SG,40,1,16.9,2.2,4.9,0.439,0.7,2.1,0.341,1.5,2.9,0.509,0.51,1.3,1.6,0.81,0.7,1.7,2.4,2.6,1.5,0.3,1,1.6,6.3,,smithdr01
291,Jordan Walsh,21,BOS,PF,34,20,19.5,2.4,4.3,0.559,0.8,1.8,0.443,1.6,2.5,0.643,0.652,0.7,0.9,0.806,1.4,3.3,4.7,0.9,1,0.5,0.6,2.3,6.3,,walshjo01
292,Aaron Holiday,29,HOU,PG,29,1,14.3,2,5,0.4,1.3,3.4,0.38,0.7,1.6,0.444,0.531,0.9,1,0.862,0.1,0.7,0.9,1,0.4,0.1,0.7,1.4,6.2,,holidaa01
293,Goga Bitadze,26,ORL,C,36,1,17,2.5,3.7,0.689,0.1,0.3,0.2,2.5,3.4,0.73,0.697,1,1.4,0.735,2.2,3.2,5.3,1.3,0.8,1.3,0.6,2.4,6.1,,bitadgo01
294,Spencer Jones,24,DEN,SF,36,25,22.2,2.2,4.3,0.51,1,2.5,0.389,1.2,1.8,0.677,0.623,0.7,1.1,0.634,1.2,1.7,2.9,0.9,0.9,0.4,0.6,2.9,6.1,,jonessp01
295,Kris Murray,25,POR,SF,34,11,25.7,2.3,5.1,0.446,0.6,2.3,0.256,1.7,2.9,0.598,0.503,0.9,1.2,0.738,1.8,2.2,4,1.2,1.2,0.4,0.9,2,6.1,,murrakr01
296,Taurean Prince,31,MIL,SF,8,0,21.1,2.1,4.8,0.447,1.5,3.5,0.429,0.6,1.3,0.5,0.605,0.4,0.4,1,0,1.6,1.6,1,0.8,0.3,0.6,2.5,6.1,,princta02
297,Nae'Qwan Tomlin,25,CLE,PF,31,2,15.5,2.4,5,0.481,0.5,1.8,0.25,1.9,3.2,0.612,0.526,0.9,1.2,0.711,1.3,1.6,2.9,0.8,0.7,0.7,0.4,1.9,6.1,,tomlina01
298,Ja'Kobe Walter,21,TOR,SG,37,9,17.7,2.1,4.9,0.431,1.2,3.2,0.367,0.9,1.6,0.557,0.552,0.7,1,0.75,0.7,1.4,2.1,0.9,0.9,0.2,0.5,1.9,6.1,,walteja01
299,Sidy Cissoko,21,POR,SF,36,16,20.9,2,5.1,0.391,1.1,3.3,0.333,0.9,1.9,0.493,0.497,0.9,1.3,0.723,0.8,1.3,2.2,1.5,0.7,0.3,1.1,2.7,6,,cissosi01
300,Jalen Pickett,26,DEN,SG,26,8,16.8,2.3,5,0.465,1.2,2.7,0.443,1.1,2.3,0.492,0.585,0.2,0.2,1,0.5,2,2.5,2.3,0.3,0.1,0.8,0.9,6,,pickeja02
301,KJ Simpson,23,CHO,PG,14,2,15.9,2.2,6.4,0.348,0.9,2.8,0.308,1.4,3.6,0.38,0.416,0.7,1.1,0.625,0.4,1.7,2.1,2.5,1.1,0,1.7,1,6,,simpskj01
302,Blake Wesley,22,POR,SG,6,0,16.3,2.3,5.7,0.412,0.3,1.7,0.2,2,4,0.5,0.441,1,1.7,0.6,0.3,2,2.3,3.2,1.7,0.2,1.2,2.3,6,,weslebl01
303,Robert Williams,28,POR,C,28,1,15.8,2.7,3.7,0.721,0.1,0.4,0.273,2.6,3.3,0.774,0.736,0.5,0.7,0.7,2,4,6,1,0.6,1.3,0.6,1.3,6,,williro04
304,Steven Adams,32,HOU,C,30,10,22.6,2.2,4.3,0.5,0,0,,2.2,4.3,0.5,0.5,1.5,2.6,0.582,4.5,4,8.5,1.5,0.7,0.6,1.1,1.8,5.9,,adamsst01
305,Paul Reed,26,DET,C,30,6,12.2,2.5,4.3,0.589,0.2,0.7,0.35,2.3,3.6,0.633,0.616,0.6,1,0.567,1.9,2.4,4.3,1.3,0.9,0.6,1,1.6,5.9,,reedpa01
306,Jase Richardson,20,ORL,SG,28,0,11.8,2.2,4.3,0.504,0.8,1.8,0.429,1.4,2.6,0.556,0.591,0.8,1.1,0.7,0.5,0.9,1.4,1.3,0.3,0.1,0.6,1,5.9,,richaja02
307,Pat Spencer,29,GSW,PG,26,3,14.7,2.2,5.5,0.403,0.6,1.7,0.364,1.6,3.8,0.42,0.458,0.8,0.9,0.875,0.7,1.4,2.1,3.1,0.7,0,1,1.2,5.9,,spencpa01
308,Dean Wade,29,CLE,PF,34,13,22.6,2,5,0.396,1.2,3.7,0.325,0.8,1.3,0.605,0.518,0.6,0.9,0.733,0.8,3.2,4,1.6,0.7,0.4,0.3,1.7,5.8,,wadede01
309,Jaylin Williams,23,OKC,PF,27,3,18.3,1.8,5.1,0.358,1.2,4.1,0.297,0.6,1,0.615,0.478,1,1.4,0.703,0.6,4.4,4.9,2.5,0.7,0.6,1,1.9,5.8,,willija07
310,Jevon Carter,30,CHI,PG,19,0,11.9,1.8,4.6,0.398,1.5,3.5,0.424,0.4,1.2,0.318,0.557,0.5,0.5,1,0.3,0.8,1.1,0.9,0.6,0,0.5,0.8,5.7,,carteje01
311,Josh Okogie,27,HOU,SG,37,22,19.2,2,4.5,0.442,0.9,2.4,0.391,1.1,2.1,0.5,0.545,0.8,1.1,0.707,1.1,1.6,2.8,0.9,0.9,0.2,0.8,1.6,5.6,,okogijo01
312,Eric Gordon,37,PHI,SG,6,0,12.3,2,3.5,0.571,1.3,2.3,0.571,0.7,1.2,0.571,0.762,0.2,0.3,0.5,0.2,0.2,0.3,0.5,0.7,0.2,0.5,0.5,5.5,,gordoer01
313,Yves Missi,21,NOP,C,35,7,18.2,2.3,4.3,0.55,0,0,,2.3,4.3,0.55,0.55,0.8,1.4,0.592,2.9,2.6,5.5,1.2,0.3,1.2,0.7,1.6,5.5,,missiyv01
314,Kenrich Williams,31,OKC,PF,21,0,13.8,2.2,4.1,0.529,0.9,2,0.419,1.3,2.1,0.636,0.632,0.3,0.6,0.462,0.8,2.1,2.9,1.5,0.7,0,0.6,1.1,5.5,,willike04
315,A.J. Lawson,25,TOR,SG,7,0,10.4,1.9,4.7,0.394,1,2.6,0.389,0.9,2.1,0.4,0.5,0.7,0.7,1,0.6,1.7,2.3,0.1,0.4,0.4,0.1,1.6,5.4,,lawsoaj01
316,Ben Saraf,19,BRK,SG,12,5,16.9,1.8,5.2,0.355,0.8,2.8,0.273,1.1,2.4,0.448,0.427,1,1.3,0.8,0.4,1.2,1.6,2.8,0.7,0.3,1.9,1.3,5.4,,sarafbe01
317,Gabe Vincent,29,LAL,PG,18,6,20.4,1.7,4.7,0.365,1.5,3.8,0.391,0.2,0.9,0.25,0.524,0.4,0.4,1,0.3,0.7,0.9,1.4,0.4,0.1,0.3,2.2,5.4,,vincega01
318,Nique Clifford,23,SAC,SG,37,3,18.6,2,5,0.402,0.7,2.2,0.305,1.3,2.8,0.48,0.47,0.6,0.9,0.688,0.6,2.1,2.8,1.2,0.6,0.2,1.1,2,5.3,,cliffni01
319,Keon Ellis,26,SAC,SG,39,5,17.3,1.8,4.7,0.384,1.2,3.2,0.357,0.7,1.5,0.441,0.505,0.5,0.8,0.633,0.4,1,1.3,0.6,1.1,0.5,0.5,1.6,5.3,,elliske01
320,Johnny Furphy,21,IND,SG,23,9,16.4,2,3.8,0.529,0.7,1.9,0.372,1.3,1.9,0.682,0.621,0.6,1.1,0.5,0.8,3,3.8,0.7,0.5,0.1,0.6,1.7,5.3,,furphjo01
321,Taylor Hendricks,22,UTA,PF,28,6,15.5,1.9,3.9,0.477,0.8,2.1,0.379,1.1,1.8,0.588,0.578,0.8,1.1,0.767,1,2.2,3.1,0.7,0.4,0.3,0.5,1.3,5.3,,hendrta01
322,Oso Ighodaro,23,PHO,PF,40,7,19.5,2.3,3.8,0.62,0,0,0,2.3,3.7,0.624,0.62,0.6,1.3,0.48,1.4,3,4.4,1.8,0.9,0.6,1.2,2.6,5.3,,ighodos01
323,Lonzo Ball,28,CLE,PG,28,3,22.1,1.7,5.5,0.312,1.3,4.5,0.276,0.5,1,0.481,0.425,0.5,0.7,0.7,0.9,3.2,4.1,4.4,1.3,0.3,1.6,1.3,5.2,,balllo01
324,Drew Eubanks,28,SAC,C,30,11,14,2.2,3.7,0.6,0,0.1,0.25,2.2,3.5,0.613,0.605,0.8,1.4,0.558,0.8,1.9,2.7,0.3,0.4,0.6,0.8,1.4,5.2,,eubandr01
325,Garrison Mathews,29,IND,SG,15,1,13.1,1.4,3.5,0.404,1.1,3.1,0.37,0.3,0.4,0.667,0.567,1.3,1.5,0.826,0.1,1,1.1,0.7,0.4,0.2,0.2,1.3,5.2,,mathega01
326,Marcus Sasser,25,DET,PG,10,0,8.8,1.7,3.4,0.5,1.1,2.3,0.478,0.6,1.1,0.545,0.662,0.7,0.7,1,0.1,1,1.1,1.9,0.6,0.2,0.7,1,5.2,,sassema01
327,Tolu Smith,25,DET,PF,5,0,11,1.4,3,0.467,0,0,,1.4,3,0.467,0.467,2.4,3,0.8,2,3.6,5.6,0.8,0.4,1,0.8,1.4,5.2,,smithto05
328,Dalton Knecht,24,LAL,SF,33,1,13.4,2,4.5,0.436,0.8,2.7,0.311,1.1,1.8,0.627,0.53,0.3,0.5,0.688,0.3,1.3,1.7,0.4,0.2,0.3,0.5,1.1,5.1,,knechda01
329,Tyler Kolek,24,NYK,PG,35,1,13.7,2.1,4.8,0.435,0.7,2.1,0.329,1.4,2.7,0.516,0.506,0.3,0.4,0.667,0.4,1.7,2,2.9,0.4,0.1,0.9,1.5,5.1,,kolekty01
330,Karlo Matković,24,NOP,PF,30,2,12.5,2.2,3.5,0.635,0.4,1,0.4,1.8,2.5,0.73,0.692,0.3,0.5,0.533,0.8,2.4,3.2,0.8,0.3,0.8,0.6,1.5,5.1,,matkoka01
331,Will Riley,19,WAS,SF,31,0,13.3,1.9,4.3,0.436,0.4,1.4,0.25,1.5,2.9,0.528,0.477,1,1.2,0.842,0.8,1.2,2,1.2,0.4,0.1,0.8,0.7,5.1,,rileywi01
332,Nicolas Batum,37,LAC,PF,39,3,20.8,1.6,3.9,0.414,1.5,3.7,0.414,0.1,0.2,0.429,0.612,0.2,0.3,0.818,0.4,2.2,2.6,0.8,0.8,0.4,0.6,1.8,5,,batumni01
333,Branden Carlson,26,OKC,C,30,2,10.9,2,3.8,0.53,0.6,1.8,0.352,1.4,2,0.689,0.613,0.3,0.6,0.529,0.6,1.9,2.5,0.6,0.2,0.5,0.4,0.9,5,,carlsbr01
334,Mike Conley,38,MIN,PG,35,7,18.4,1.5,4,0.364,1.1,3,0.358,0.4,1,0.382,0.5,1,1.1,0.9,0.3,1.4,1.7,3,0.6,0.2,0.6,1.5,5,,conlemi01
335,Justin Edwards,22,PHI,SF,31,5,14.9,1.7,4.6,0.375,1,3.1,0.326,0.7,1.6,0.469,0.483,0.5,0.5,0.882,0.5,1.1,1.6,1.2,0.7,0.2,0.7,1.6,5,,edwarju01
336,Asa Newell,20,ATL,PF,31,0,10.6,1.9,3.5,0.556,0.8,1.7,0.444,1.2,1.7,0.667,0.667,0.3,0.6,0.526,0.8,1.1,2,0.6,0.4,0.3,0.5,1.6,5,,newelas01
337,Gary Payton II,33,GSW,SG,38,1,12.6,2.3,4.2,0.544,0.3,1.1,0.262,2,3.1,0.647,0.579,0.2,0.3,0.583,1.2,2.1,3.2,1.6,0.6,0.3,0.8,1.5,5,,paytoga02
338,Matisse Thybulle,28,POR,SG,4,0,12.3,1.5,2.5,0.6,1,1.5,0.667,0.5,1,0.5,0.8,1,1,1,0,1,1,0.8,2.5,0,0.3,1.8,5,,thybuma01
339,Jarred Vanderbilt,26,LAL,PF,29,3,20,1.9,4,0.462,0.6,1.8,0.314,1.3,2.3,0.576,0.53,0.8,1.1,0.71,1.7,3.6,5.2,1.3,0.8,0.3,1.2,2,5,,vandeja01
340,Jalen Wilson,25,BRK,PF,26,0,13.6,1.6,4.1,0.383,1,2.7,0.352,0.6,1.4,0.444,0.5,0.9,1.1,0.793,0.2,0.9,1.1,0.5,0.3,0.1,0.5,1.2,5,,wilsoja03
341,Josh Green,25,CHO,SG,16,0,16,1.8,4,0.438,1.2,3.1,0.38,0.6,0.9,0.643,0.586,0.1,0.3,0.5,0.9,0.9,1.8,1,0.6,0,0.4,1,4.8,,greenjo02
342,Noah Penda,21,ORL,SF,25,2,14,1.8,4,0.44,0.7,1.5,0.447,1.1,2.5,0.435,0.525,0.6,1.1,0.556,1.7,2.4,4.1,1.2,0.5,0.4,0.7,1.2,4.8,,pendano01
343,Craig Porter Jr.,25,CLE,PG,37,1,17.4,1.9,4,0.48,0.5,1.4,0.392,1.4,2.6,0.526,0.547,0.4,0.6,0.636,1.5,2.1,3.6,2.8,1,0.6,0.8,1.1,4.8,,portecr01
344,Olivier-Maxence Prosper,23,MEM,PF,20,0,11.3,1.6,3.2,0.484,0.4,1.1,0.318,1.2,2.1,0.571,0.539,1.3,1.4,0.929,0.6,1.7,2.3,0.8,0.2,0.1,0.6,0.8,4.8,,prospol01
345,Thomas Bryant,28,CLE,C,30,0,9.3,1.7,3.3,0.52,0.5,1.6,0.34,1.2,1.7,0.686,0.602,0.8,1,0.828,0.8,1.8,2.6,0.4,0.2,0.4,0.3,1.1,4.7,,bryanth01
346,Mouhamed Gueye,23,ATL,PF,40,4,16,1.9,4.1,0.454,0.5,1.7,0.265,1.4,2.4,0.589,0.509,0.6,0.9,0.629,1.2,2.4,3.6,0.9,0.8,0.6,0.6,1.7,4.7,,gueyemo02
347,Cody Williams,21,UTA,SG,27,4,15.7,2,4.6,0.439,0.3,1.8,0.188,1.7,2.8,0.6,0.476,0.4,0.7,0.579,0.6,1.1,1.7,0.8,0.3,0.3,0.3,1.5,4.7,,willico04
348,PJ Hall,23,2TM,C,15,2,10.3,1.7,2.9,0.591,0.2,0.3,0.6,1.5,2.6,0.59,0.625,0.9,1.3,0.7,1.5,1.9,3.5,0.5,0.1,0.6,0.7,1.1,4.6,,hallpj01
348,PJ Hall,23,MEM,C,7,0,3.9,0.7,1.3,0.556,0.1,0.4,0.333,0.6,0.9,0.667,0.611,0.3,0.4,0.667,0.4,0.9,1.3,0.3,0,0.3,0.1,0.4,1.9,,hallpj01
348,PJ Hall,23,CHO,C,8,2,15.9,2.6,4.4,0.6,0.3,0.3,1,2.4,4.1,0.576,0.629,1.5,2.1,0.706,2.5,2.9,5.4,0.6,0.1,0.9,1.3,1.6,7,,hallpj01
349,RayJ Dennis,24,2TM,PG,14,0,12.3,1.6,5.1,0.306,0.9,2.7,0.316,0.7,2.4,0.294,0.389,0.6,0.6,0.889,0.6,1.1,1.6,1.9,0.2,0.3,1.1,1.1,4.6,,dennira01
349,RayJ Dennis,24,IND,PG,13,0,12.9,1.7,5.5,0.306,0.9,2.9,0.316,0.8,2.6,0.294,0.389,0.6,0.7,0.889,0.6,1,1.6,2,0.2,0.3,1.1,1.2,4.9,,dennira01
349,RayJ Dennis,24,LAC,PG,1,0,4,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,0,0,1,0,0,,dennira01
350,Jett Howard,22,ORL,SF,27,0,10.7,1.6,4.3,0.368,0.9,2.7,0.329,0.7,1.6,0.432,0.47,0.6,0.6,0.938,0.4,1.1,1.4,0.9,0.1,0.1,0.2,1,4.6,,howarje01
351,Micah Peavy,24,NOP,SG,36,1,15.6,1.9,5,0.385,0.4,1.8,0.234,1.5,3.2,0.47,0.427,0.3,0.4,0.733,0.8,1.3,2.1,1.1,0.6,0.1,0.3,1.8,4.6,,peavymi01
352,Tyrese Proctor,21,CLE,PG,28,1,10.6,1.6,4.5,0.352,0.8,2.8,0.295,0.8,1.7,0.447,0.444,0.7,0.8,0.826,0.2,1.1,1.3,1.3,0.3,0,0.5,1,4.6,,proctty01
353,Mitchell Robinson,27,NYK,C,28,13,19.4,2,3,0.667,0,0,,2,3,0.667,0.667,0.6,1.6,0.4,4.8,4.2,9,1.1,0.9,1.1,0.7,2.3,4.6,,robinmi01
354,Jeremiah Robinson-Earl,25,IND,PF,17,3,17.6,1.7,4.9,0.349,0.5,1.9,0.242,1.2,2.9,0.42,0.398,0.8,0.8,0.929,1.9,3.3,5.2,0.7,0.4,0.1,0.6,1.4,4.6,,robinje02
355,Trayce Jackson-Davis,25,GSW,C,29,1,12.3,1.8,3.1,0.584,0,0,,1.8,3.1,0.584,0.584,0.9,1.5,0.591,1.6,2.1,3.7,1,0.3,0.6,0.5,1.2,4.5,,jackstr02
356,DeAndre Jordan,37,NOP,C,2,1,11.5,2,2.5,0.8,0,0,,2,2.5,0.8,0.8,0.5,1,0.5,2,3,5,0,0,0,0.5,0.5,4.5,,jordade01
357,Terrence Shannon Jr.,25,MIN,SG,22,0,12.8,1.5,3.7,0.395,0.7,1.7,0.405,0.8,2,0.386,0.488,1,1.2,0.778,0.3,1,1.3,0.6,0.3,0,0.7,1.3,4.5,,shannte01
358,Jeremy Sochan,22,SAS,PF,25,0,13.6,1.8,3.8,0.484,0.4,1.3,0.273,1.5,2.5,0.597,0.532,0.4,0.6,0.688,1,1.8,2.9,1.1,0.4,0.2,0.7,1.9,4.5,,sochaje01
359,Jaylen Clark,24,MIN,SG,38,0,14.2,1.5,3.6,0.43,0.4,1.5,0.298,1.1,2.1,0.526,0.493,0.9,1.3,0.647,0.9,1.1,2,0.6,0.8,0.2,0.4,1.5,4.4,,clarkja02
360,Jordan Hawkins,23,NOP,SG,33,0,14.2,1.6,4.9,0.323,0.8,2.7,0.303,0.8,2.2,0.347,0.407,0.4,0.5,0.765,0.4,1.3,1.7,0.7,0.2,0.2,0.6,0.6,4.4,,hawkijo01
361,DaRon Holmes,23,DEN,PF,10,5,12.8,1.4,3.1,0.452,1.1,2.4,0.458,0.3,0.7,0.429,0.629,0.5,0.6,0.833,0.3,1.4,1.7,1.3,0,0.4,0.4,1,4.4,,holmeda01
362,Nolan Traoré,19,BRK,PG,18,0,16.4,1.7,5.3,0.316,0.7,2.7,0.25,1,2.6,0.383,0.379,0.4,0.5,0.778,0.1,1,1.1,2.5,0.4,0.3,1.2,1.5,4.4,,traorno01
363,Ochai Agbaji,25,TOR,SG,33,11,15.5,1.7,4.1,0.425,0.3,1.5,0.188,1.5,2.6,0.558,0.459,0.6,0.7,0.87,0.7,1.6,2.4,0.8,0.4,0.3,0.4,1.9,4.3,,agbajoc01
364,Ousmane Dieng,22,OKC,C,18,0,12.2,1.6,3.4,0.452,0.8,1.8,0.455,0.7,1.6,0.448,0.573,0.3,0.3,1,0.3,1.3,1.7,0.9,0.1,0.3,0.3,1.1,4.3,,diengou01
365,Dereck Lively II,21,DAL,C,7,4,16.4,1.6,2.6,0.611,0,0,,1.6,2.6,0.611,0.611,1.1,1.4,0.8,2,3.3,5.3,1.9,0.6,1.6,1.4,3,4.3,,livelde01
366,Liam McNeeley,20,CHO,SF,27,0,12.4,1.3,3.2,0.395,0.8,2.1,0.379,0.4,1,0.429,0.523,0.9,1.1,0.806,0.4,1.8,2.2,0.9,0.2,0.1,0.4,1.3,4.3,,mcneeli01
367,Zeke Nnaji,25,DEN,PF,28,1,12.4,1.4,2.9,0.5,0.4,1.1,0.313,1.1,1.7,0.625,0.563,1.1,1.4,0.816,0.5,1.8,2.4,0.5,0.5,0.4,0.5,1.2,4.3,,nnajize01
368,Javon Small,23,MEM,PG,14,0,12.6,1.4,4,0.339,0.7,2.2,0.323,0.6,1.8,0.36,0.429,0.9,1.1,0.8,0.4,1.1,1.4,3.3,0.3,0.1,1.3,1.3,4.3,,smallja01
369,Keaton Wallace,26,ATL,PG,35,2,12.2,1.5,3.6,0.425,0.9,2.3,0.413,0.6,1.3,0.447,0.555,0.1,0.3,0.5,0.1,1.2,1.3,2.2,0.6,0.1,0.6,1,4.2,,wallake01
370,Dylan Cardwell,24,SAC,C,14,1,17.9,1.6,3.4,0.479,0,0.1,0,1.6,3.4,0.489,0.479,0.9,1.7,0.5,2.6,3.4,6.1,0.9,0.7,1.6,0.7,3.5,4.1,,cardwdy01
371,Ethan Thompson,26,IND,SG,18,5,15.3,1.4,3.8,0.382,0.8,2.7,0.313,0.6,1.1,0.55,0.493,0.4,0.5,0.778,0.6,1.1,1.7,1.3,0.5,0.3,0.6,1.9,4.1,,thompet01
372,Jabari Walker,23,PHI,PF,37,6,12.8,1.4,3.4,0.427,0.4,1.4,0.245,1.1,1.9,0.563,0.48,0.9,1.2,0.727,1.3,2,3.3,0.5,0.2,0.3,0.5,1.8,4.1,,walkeja01
373,Adem Bona,22,PHI,C,30,3,16.9,1.4,2.4,0.577,0.1,0.2,0.4,1.3,2.2,0.591,0.592,1.2,1.8,0.673,1.7,2.1,3.8,0.3,0.3,1.3,0.7,2.1,4,,bonaad01
374,Brandon Clarke,29,MEM,PF,2,2,10,1.5,4.5,0.333,0,0,,1.5,4.5,0.333,0.333,1,2,0.5,2,1,3,0.5,1,0,0,2.5,4,,clarkbr01
375,Hugo González,19,BOS,SF,34,2,15,1.6,3.3,0.487,0.5,1.4,0.347,1.1,1.9,0.594,0.562,0.3,0.5,0.529,0.9,2.4,3.3,0.6,0.6,0.3,0.6,1.9,4,,gonzahu01
376,Tony Bradley,28,IND,C,33,3,10.8,1.5,2.6,0.558,0,0,0,1.5,2.6,0.565,0.558,0.9,1.2,0.75,1.5,1.1,2.6,0.5,0.1,0.2,0.4,1.7,3.8,,bradlto01
377,Gui Santos,23,GSW,PF,32,2,11.5,1.3,2.8,0.462,0.6,1.8,0.351,0.7,1.1,0.647,0.571,0.5,0.8,0.667,0.8,1.6,2.4,1,0.5,0.2,0.8,1.3,3.8,,santogu01
378,Malaki Branham,22,WAS,SG,23,0,9.4,1.2,2.7,0.429,0.3,1.1,0.28,0.9,1.7,0.526,0.484,1.1,1.3,0.833,0.4,1.2,1.6,0.9,0.4,0.1,0.5,0.7,3.7,,branhma01
379,Kasparas Jakučionis,19,MIA,PG,14,1,12.8,1.1,3.4,0.313,0.9,1.9,0.444,0.2,1.5,0.143,0.438,0.7,0.7,1,0.6,1.1,1.7,1.1,0.6,0,0.6,1.3,3.7,,jakucka01
380,Clint Capela,31,HOU,C,33,1,11.3,1.6,3,0.535,0,0,,1.6,3,0.535,0.535,0.4,0.7,0.5,2.5,2,4.5,0.5,0.5,0.7,0.5,0.8,3.6,,capelca01
381,Rob Dillingham,21,MIN,PG,32,0,9.8,1.4,4.2,0.338,0.3,1,0.355,1.1,3.2,0.333,0.38,0.5,0.6,0.75,0.2,1.1,1.2,1.8,0.5,0.1,1,1.1,3.6,,dilliro01
382,Kelly Olynyk,34,SAS,C,25,0,9.7,1.2,2.6,0.477,0.4,1.4,0.257,0.9,1.2,0.733,0.546,0.8,1.1,0.714,0.7,1.4,2.1,1.4,0.4,0,0.6,1.2,3.6,,olynyke01
383,Charles Bassey,25,MEM,C,2,0,15.5,1.5,4,0.375,0,0,,1.5,4,0.375,0.375,0.5,1.5,0.333,3.5,4,7.5,1,0.5,0.5,0.5,2.5,3.5,,bassech01
384,Yanic Konan Niederhäuser,22,LAC,C,22,0,8.5,1.4,2.1,0.674,0,0,0,1.4,2,0.689,0.674,0.7,1.1,0.6,0.9,1.2,2.1,0.4,0.1,0.5,0.5,1.2,3.5,,konanya01
385,Larry Nance Jr.,33,CLE,PF,17,2,14.4,1.4,3.9,0.358,0.6,2.1,0.314,0.8,1.9,0.406,0.44,0.1,0.2,0.333,0.8,1.9,2.7,1.2,0.5,0.2,0.5,2.2,3.5,,nancela02
386,Antonio Reeves,25,CHO,SG,6,0,8.8,1.3,2.7,0.5,0.8,1.7,0.5,0.5,1,0.5,0.656,0,0,,0.2,0.7,0.8,0.3,0.2,0,0,0.5,3.5,,reevean01
387,Jamison Battle,24,TOR,SF,30,2,8.6,1.3,2.4,0.563,0.6,1.3,0.45,0.7,1,0.71,0.69,0.2,0.3,0.625,0.3,1.2,1.5,0.4,0.2,0,0.4,0.7,3.4,,battlja01
388,Doug McDermott,34,SAC,SF,7,0,10,1.1,3.3,0.348,1.1,3.3,0.348,0,0,,0.522,0,0,,0,0.7,0.7,0.3,0,0.1,0.4,0.7,3.4,,mcderdo01
389,Julian Strawther,23,DEN,SG,20,0,9.4,1.1,3.3,0.338,0.3,1.4,0.179,0.9,1.9,0.459,0.377,1,1.3,0.731,0.1,1.2,1.3,0.7,0.1,0.1,0.5,1,3.4,,strawju01
390,Chaz Lanier,24,DET,SG,16,0,9.6,1.1,3,0.354,0.9,2.6,0.341,0.2,0.4,0.429,0.5,0.3,0.3,1,0.4,0.6,0.9,0.8,0.3,0,0.1,0.3,3.3,,laniech01
391,Alijah Martin,24,TOR,SG,7,0,10.4,1,3.1,0.318,0.1,1.4,0.1,0.9,1.7,0.5,0.341,1.1,1.4,0.8,0.9,0.9,1.7,0.9,0.7,0.4,0.4,0.9,3.3,,martial01
392,James Wiseman,24,IND,C,4,1,14.5,1.5,2.5,0.6,0,0,,1.5,2.5,0.6,0.6,0.3,0.5,0.5,1.3,0.8,2,0.8,0,0.3,1.3,2.5,3.3,,wisemja01
