Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
138,Sam Hauser,28,BOS,PF,38,10,854,10.8,0.56,0.885,0.031,3.3,14.4,8.9,7.1,1.3,1.4,7.7,14.4,0.8,0.8,1.6,0.088,0,-0.6,-0.6,0.3,,hausesa01
139,Kevin Huerter,27,CHI,SF,35,10,849,13.3,0.564,0.541,0.153,2.3,13.9,8.2,14.2,1.7,2.1,10.4,20,0.3,0.7,1,0.058,-1.3,-0.1,-1.4,0.1,,huertke01
140,Egor Dёmin,19,BRK,PG,34,27,847,12.1,0.564,0.696,0.116,2.2,13,7.3,21.9,1.9,1.2,16.1,19.4,0.2,0.7,0.8,0.047,-0.5,-0.3,-0.7,0.3,,demineg01
141,Dennis Schröder,32,SAC,PG,31,12,845,14.2,0.532,0.392,0.296,2.2,11.5,6.7,30.8,1.5,0.5,13.7,22.1,0.4,0.3,0.7,0.04,0,-1.5,-1.5,0.1,,schrode01
142,Klay Thompson,35,DAL,SF,38,8,844,10.4,0.516,0.718,0.069,1.4,10.1,5.9,8.7,0.8,1.2,7.1,22.4,-0.5,0.7,0.2,0.012,-0.6,-1.4,-1.9,0,,thompkl01
143,Mark Williams,24,PHO,C,35,31,839,23.4,0.702,0.004,0.457,14.3,24.6,19.3,6.6,2.2,3.6,10.1,17.2,2.8,1.5,4.3,0.246,2.4,0.9,3.3,1.1,,willima07
144,Jock Landale,30,MEM,C,37,19,837,17.1,0.602,0.346,0.243,13.7,15.5,14.6,11.1,1.1,1.9,9.5,18.6,1.6,0.9,2.5,0.144,1.3,-0.5,0.8,0.6,,landajo01
145,LaMelo Ball,24,CHO,PG,30,29,837,19.6,0.55,0.537,0.177,4,16.7,10.5,46.5,2.1,0.6,15.7,32.6,1.1,0.8,1.9,0.106,4.1,-0.8,3.3,1.1,,ballla01
146,Luguentz Dort,26,OKC,SF,31,31,834,8.4,0.527,0.746,0.099,3.6,11.1,7.5,4.8,1.7,2.2,8,13.6,0.1,1.5,1.6,0.09,-2.7,0.9,-1.8,0,,dortlu01
147,Alex Sarr,20,WAS,C,30,30,831,20.5,0.559,0.212,0.234,8.4,20.2,14.3,16.7,1.3,7.3,10.8,25.5,0.7,0.7,1.4,0.08,1.7,0.2,1.9,0.8,,sarral01
148,Jusuf Nurkić,31,UTA,C,32,27,830,16.2,0.552,0.19,0.342,11.4,30.9,21,23.7,2.6,1.6,20.5,18.9,0.4,0.8,1.2,0.068,-0.9,1.3,0.4,0.5,,nurkiju01
149,Marcus Smart,31,LAL,SG,29,22,825,9.9,0.552,0.667,0.248,2.9,9.7,6.4,13.7,2.4,1.3,17.2,15.6,0.1,0.7,0.8,0.047,-2.7,0.2,-2.6,-0.1,,smartma01
150,Jay Huff,27,IND,C,41,22,816,14.9,0.583,0.657,0.175,5.1,15.3,10,9.9,1,9.5,10.9,17.1,0.6,1.1,1.6,0.096,-1.2,2.1,0.9,0.6,,huffja01
151,Tristan Da Silva,24,ORL,SF,35,13,813,11.8,0.572,0.507,0.127,3.8,13.2,8.5,7.2,1.6,0.8,9.4,17.1,0.5,0.8,1.3,0.075,-0.8,-0.3,-1,0.2,,dasiltr01
152,Austin Reaves,27,LAL,SG,23,22,812,23,0.666,0.456,0.528,2.4,14.6,8.7,28,1.3,0.6,14,28.5,2.7,0.5,3.2,0.188,5.2,-1.1,4.2,1.3,,reaveau01
153,Nicolas Batum,37,LAC,PF,39,3,810,8.5,0.622,0.954,0.072,2.4,12.2,7.4,5.2,2,2,13.7,10,0.4,0.6,1,0.058,-1.6,0.5,-1.1,0.2,,batumni01
154,Kentavious Caldwell-Pope,32,MEM,SG,38,13,810,11.7,0.548,0.5,0.215,2.1,9.8,6,19.4,1.8,0.8,13.5,17.4,0.4,0.8,1.2,0.071,-1.5,0.4,-1,0.2,,caldwke01
155,Miles McBride,25,NYK,SG,29,12,806,13.2,0.604,0.684,0.118,2.5,7.7,5,12.5,1.3,0.7,6.8,16.9,1.5,0.4,1.9,0.115,1.3,-0.6,0.7,0.5,,mcbrimi01
156,Jordan Clarkson,33,NYK,SG,40,0,805,10.7,0.546,0.487,0.158,4.1,5.9,5,9.6,1.1,0.7,10.8,21.3,0.3,0.4,0.7,0.039,-2.1,-2.1,-4.1,-0.4,,clarkjo01
157,Isaiah Stewart,24,DET,C,34,11,805,15.6,0.621,0.324,0.266,9,17.3,13.2,6.5,0.5,8.6,12.8,16.7,1.1,1.3,2.4,0.144,-1.1,1.3,0.2,0.4,,stewais01
158,Brice Sensabaugh,22,UTA,SF,39,9,801,12.7,0.578,0.562,0.219,4.2,11.2,7.6,11.1,1.7,0.6,11.9,21.7,0.4,0.1,0.4,0.026,-0.9,-2.3,-3.2,-0.2,,sensabr01
159,Franz Wagner,24,ORL,SF,24,24,801,20.3,0.6,0.262,0.429,4.8,15.3,10,17.6,1.7,1,8.6,26,1.8,0.9,2.7,0.159,3.1,0.3,3.4,1.1,,wagnefr01
160,Spencer Jones,24,DEN,SF,36,25,800,9.7,0.633,0.581,0.265,6.3,8.4,7.4,5.3,2,1.6,11.7,10.7,0.9,0.6,1.5,0.088,-2,-0.4,-2.4,-0.1,,jonessp01
161,Isaac Okoro,25,CHI,SG,32,32,800,9.7,0.576,0.466,0.208,5,6.7,5.8,7.2,0.9,1.8,8,13.7,0.7,0.3,1,0.06,-3,-1.3,-4.3,-0.5,,okorois01
162,Jordan Goodwin,27,PHO,PG,37,2,797,13.8,0.495,0.524,0.094,9.8,14.1,11.9,14.4,3.1,0.8,11.7,19.7,0.3,1.2,1.4,0.086,-0.2,1,0.8,0.6,,goodwjo01
163,Jarrett Allen,27,CLE,C,30,30,793,19,0.635,0.026,0.397,8.6,23.8,16.1,11.7,1.8,2.4,12.8,19.1,1.5,1.1,2.6,0.157,0.3,0.6,0.9,0.6,,allenja01
164,Darius Garland,26,CLE,PG,26,26,792,15.4,0.567,0.435,0.21,1.6,7.1,4.3,33.1,1.3,0.3,15.1,25.3,0.8,0.5,1.3,0.079,0.8,-2.5,-1.7,0.1,,garlada01
165,Luke Kornet,30,SAS,C,32,22,789,18.6,0.709,0,0.5,13.8,16.4,15.1,10.7,0.9,4.7,7.9,10.7,2.7,1.2,3.8,0.232,1.7,1.8,3.5,1.1,,kornelu01
166,Jerami Grant,31,POR,PF,26,14,789,16.5,0.603,0.466,0.458,4,10.4,7.2,13.7,1.1,1.8,11.7,25,1.4,0.5,1.9,0.117,1.9,-1.2,0.7,0.5,,grantje01
167,Zion Williamson,25,NOP,PF,27,20,786,24.1,0.626,0.008,0.584,8.5,13.2,10.8,19.7,1.9,2,11.8,29,2,0.4,2.4,0.145,4.2,-0.7,3.5,1.1,,willizi01
168,Oso Ighodaro,23,PHO,PF,40,7,781,11.9,0.61,0.007,0.333,7.5,17.6,12.4,12.5,2.2,2.7,21.5,11.7,0.5,1.2,1.7,0.102,-3.3,2.4,-1,0.2,,ighodos01
169,Maxime Raynaud,22,SAC,C,33,19,780,14.6,0.601,0.1,0.226,8.5,22.1,15.1,6.8,0.8,2,10.6,17.6,0.8,0.4,1.3,0.078,-1.9,-1.3,-3.2,-0.2,,raynama01
170,Jose Alvarado,27,NOP,PG,35,0,776,11.2,0.558,0.651,0.097,1.8,12.3,6.9,19.8,2.2,0.5,15.4,15.7,0.4,0.3,0.7,0.044,-1.9,-0.5,-2.4,-0.1,,alvarjo01
171,Brandon Williams,26,DAL,PG,35,9,775,14.5,0.524,0.275,0.404,2.7,10.9,6.9,24.9,2.5,0.9,14.4,25,-0.2,1,0.8,0.049,-2,0.7,-1.3,0.1,,willibr03
172,Tre Johnson,19,WAS,SG,32,14,775,12.5,0.591,0.524,0.152,2,10.6,6.4,11.7,1.3,1.1,13.2,20.9,0.3,0.1,0.3,0.021,-0.6,-2,-2.6,-0.1,,johnstr03
173,Bennedict Mathurin,23,IND,SF,24,24,772,12.4,0.577,0.457,0.382,2.5,16.3,9.2,10.4,1,0.5,13.3,23.4,0.1,0.5,0.6,0.04,-1.4,-1.6,-3,-0.2,,mathube01
174,Ace Bailey,19,UTA,SF,33,22,771,10.1,0.526,0.444,0.108,6.5,8.3,7.4,9.5,1.4,1.5,10.6,18.6,0,0,0,-0.003,-2.2,-2.3,-4.5,-0.5,,baileac01
175,Dean Wade,29,CLE,PF,34,13,770,9.9,0.541,0.746,0.178,3.9,15.5,9.6,8.6,1.5,1.5,4.7,10.3,0.8,0.8,1.5,0.096,-1.7,0.7,-1,0.2,,wadede01
176,Giannis Antetokounmpo,31,MIL,PF,26,26,761,34.3,0.68,0.081,0.574,11.5,26.1,18.9,40.2,1.5,2.7,13.5,37.3,3.3,1,4.3,0.268,8.4,2.2,10.7,2.4,,antetgi01
177,Ron Holland,20,DET,SF,36,5,756,11.4,0.501,0.365,0.255,5.9,16.3,11.1,8.8,3.1,1.7,13.7,18.9,-0.3,1.4,1.1,0.072,-3.2,1.4,-1.8,0,,hollaro01
178,Javonte Green,32,DET,SG,38,4,755,12.4,0.572,0.533,0.28,4.3,11.5,7.9,5.5,3.4,1.8,10.1,14.5,0.6,1.3,1.9,0.124,-1.8,2.3,0.5,0.5,,greenja02
179,Victor Wembanyama,22,SAS,C,26,17,753,27.5,0.619,0.254,0.415,7,33.5,20.3,18,1.5,8.5,13.1,32.3,1.4,1.8,3.2,0.207,5.1,3.9,9,2.1,,wembavi01
180,Sidy Cissoko,21,POR,SF,36,16,752,6.8,0.53,0.636,0.255,4.2,7,5.6,9.9,1.5,1.1,16.3,13.2,0,0.4,0.4,0.027,-4.2,-0.3,-4.6,-0.5,,cissosi01
181,Quinten Post,25,GSW,PF,41,27,740,13,0.561,0.661,0.079,5.6,17.9,11.7,11.8,1.4,2.7,9.9,18.4,0.5,1,1.4,0.093,-0.7,0.4,-0.3,0.3,,postqu01
182,Collin Sexton,27,CHO,SG,31,12,740,17.2,0.615,0.324,0.407,2.3,7.3,4.9,27.3,1.6,0.6,15.9,25.8,1.3,0.4,1.7,0.112,1.3,-1.3,0,0.4,,sextoco01
183,Luke Kennard,29,ATL,SG,36,0,738,13.1,0.696,0.632,0.158,2.1,8.1,5.1,14.6,1.8,0.2,12.1,13.1,1.3,0.5,1.8,0.117,-0.1,0,-0.2,0.3,,kennalu01
184,Isaiah Collier,21,UTA,PG,32,3,737,12.8,0.581,0.209,0.459,1.3,9.4,5.3,39.4,1.4,1.4,24.1,17.4,0.6,0,0.6,0.04,-1.4,-2,-3.4,-0.3,,colliis01
185,Collin Murray-Boyles,20,TOR,PF,35,11,736,14.8,0.585,0.204,0.228,13.1,13.8,13.4,12.1,2.1,2.8,14.4,15.3,0.9,1.1,2,0.13,-1.1,1.2,0.2,0.4,,murraco01
186,Kevin Porter Jr.,25,MIL,PG,21,21,722,18.1,0.577,0.357,0.322,2.7,14.4,8.6,33.1,3.2,1.2,17.9,24.3,0.7,0.9,1.6,0.105,1.1,1,2.1,0.7,,porteke02
187,Malik Monk,27,SAC,SG,33,0,721,13.5,0.56,0.447,0.18,1.7,8.9,5.2,16.8,1.6,1.6,11.2,23.2,0.2,0.2,0.4,0.026,-0.2,-1.3,-1.5,0.1,,monkma01
188,Pelle Larsson,24,MIA,SG,32,19,715,12.3,0.578,0.432,0.329,2.8,9.7,6.2,18.3,1.2,1,11.2,16.3,0.8,0.7,1.5,0.103,-1.3,0.5,-0.8,0.2,,larsspe01
189,Ryan Dunn,23,PHO,SF,33,11,714,11.7,0.527,0.44,0.13,8.4,16,12.1,11.3,2.2,2.4,14.5,14.5,0.3,1,1.3,0.09,-2.3,1.3,-1.1,0.2,,dunnry01
190,Ben Sheppard,24,IND,SG,30,11,710,8,0.497,0.595,0.135,2.9,14,8.2,10.8,1.2,0.4,8,12.7,0.1,0.5,0.5,0.037,-3.5,-0.2,-3.7,-0.3,,sheppbe01
191,Josh Okogie,27,HOU,SG,37,22,709,10.6,0.571,0.527,0.248,6.7,9.6,8.1,6.2,2.5,0.8,13.3,12.4,0.7,0.8,1.5,0.101,-2,0.9,-1.1,0.2,,okogijo01
192,Caleb Love,24,POR,SG,33,1,709,11.1,0.506,0.616,0.122,2.7,11.2,6.9,17.3,1.1,0.5,9.5,22.4,0.1,0.4,0.5,0.033,-0.9,-1.8,-2.7,-0.1,,loveca01
193,Patrick Williams,24,CHI,PF,38,1,708,8.6,0.496,0.534,0.168,3.8,12.8,8.4,8.4,1.9,1.2,12,16.8,-0.5,0.5,0,0.003,-3.4,-1,-4.4,-0.4,,willipa01
194,Dominick Barlow,22,PHI,PF,29,26,707,13.6,0.619,0.259,0.27,9.1,14.2,11.6,7.8,1.4,2.8,13,13.3,1,0.8,1.8,0.121,-1.2,0.4,-0.8,0.2,,barlodo01
195,Precious Achiuwa,26,SAC,C,34,20,706,14.5,0.533,0.186,0.314,10,20.1,15,8.1,2,2.4,7.4,15.6,0.6,0.6,1.2,0.079,-1.1,0,-1.1,0.2,,achiupr01
196,Ryan Kalkbrenner,24,CHO,C,28,25,701,17.3,0.787,0.015,0.374,11.9,16.4,14.2,3.3,1.3,6.2,16.4,11,1.5,0.8,2.3,0.158,-0.2,0.8,0.7,0.5,,kalkbry01
197,RJ Barrett,25,TOR,SF,23,23,698,17.6,0.587,0.366,0.304,2.8,15.8,9.2,18.9,1.3,0.6,8.6,25.6,0.9,0.8,1.7,0.12,1.5,-0.7,0.8,0.5,,barrerj01
198,LeBron James,41,LAL,SF,21,21,698,21.7,0.598,0.313,0.36,2.1,17.5,10,33.7,1.6,1.6,12.3,27.7,1.5,0.6,2.1,0.144,4.4,0,4.3,1.1,,jamesle01
199,Nique Clifford,23,SAC,SG,37,3,688,6.4,0.492,0.446,0.174,3.6,13.2,8.3,8.8,1.6,1.2,17.5,14.9,-0.8,0.3,-0.5,-0.032,-5.3,-0.8,-6.1,-0.7,,cliffni01
200,Brandon Miller,23,CHO,SF,23,23,686,14.6,0.525,0.475,0.223,4.2,12,8.2,18.3,1.6,3.1,12,29.1,-0.1,0.6,0.5,0.038,-0.7,-1.1,-1.8,0,,millebr02
201,Keegan Murray,25,SAC,PF,19,18,683,12,0.502,0.355,0.147,4.8,14.4,9.5,6.2,1.6,3.9,7.4,18.6,-0.2,0.4,0.2,0.015,-2.2,-0.6,-2.8,-0.1,,murrake02
202,Andre Drummond,32,PHI,C,34,15,679,17.5,0.573,0.246,0.317,18.1,30.3,24.1,5.4,1.4,3.8,11.8,14.6,1.1,1.2,2.3,0.162,0.2,-0.4,-0.2,0.3,,drumman01
203,Steven Adams,32,HOU,C,30,10,678,15.9,0.534,0,0.608,22.3,19.8,21.1,8.5,1.6,2.5,17.1,12.2,1,0.9,2,0.138,0,-0.3,-0.3,0.3,,adamsst01
204,Grayson Allen,30,PHO,SG,23,18,678,15,0.575,0.659,0.179,2.2,8.7,5.4,18.2,2.7,0.8,11.6,21.8,0.8,0.8,1.6,0.115,0.6,0.5,1.2,0.6,,allengr01
205,Will Richard,23,GSW,SG,36,13,676,12.7,0.647,0.611,0.232,5.6,9.4,7.5,8.4,2.5,0.4,12.5,14.6,0.9,0.8,1.7,0.12,-1.2,0.7,-0.4,0.3,,richawi02
206,Keon Ellis,26,SAC,SG,39,5,675,8.9,0.52,0.681,0.162,2.3,6.5,4.3,4.6,3.1,2.5,8.7,13.8,-0.2,0.5,0.3,0.02,-3.5,1.1,-2.4,-0.1,,elliske01
207,Dru Smith,28,MIA,SG,40,1,674,14.7,0.561,0.418,0.321,4.3,10.2,7.3,19.9,4,1.6,14.5,15.8,0.6,1.2,1.8,0.129,-1.4,3.8,2.4,0.8,,smithdr01
208,Gradey Dick,22,TOR,SG,42,0,668,10.3,0.536,0.527,0.254,3.6,11,7.2,6.1,2,0.7,7.8,17.2,0.2,0.8,1,0.071,-3.3,0,-3.3,-0.2,,dickgr01
209,Jalen Williams,24,OKC,SG,22,22,667,18.1,0.548,0.178,0.256,2.7,14.2,8.7,27.1,2.3,1.2,11.4,26,0.6,1.3,1.9,0.138,0.4,1.1,1.5,0.6,,willija06
210,Bilal Coulibaly,21,WAS,SG,25,25,664,11.5,0.513,0.421,0.407,3.7,14.8,9.2,12.7,2.6,3,14,18,-0.2,0.5,0.3,0.021,-3.3,0.2,-3.2,-0.2,,coulibi01
211,Jordan Walsh,21,BOS,PF,34,20,663,15.1,0.674,0.421,0.214,7.9,18.7,13.4,5.8,2.5,2.4,10.7,11.6,1.4,0.9,2.3,0.167,-0.5,1.4,1,0.5,,walshjo01
212,Justin Champagnie,24,WAS,SF,37,9,661,16.5,0.573,0.357,0.255,12.5,20.3,16.4,8,1.9,2.9,7.6,14.9,1.1,0.5,1.6,0.115,0.2,-0.9,-0.7,0.2,,champju01
213,Day'Ron Sharpe,24,BRK,C,37,3,661,20.4,0.645,0.151,0.497,15,26.3,20.4,20.9,2.8,2.5,20.5,18.6,1.2,1,2.2,0.162,0.6,1.7,2.3,0.7,,sharpda01
214,Tyus Jones,29,ORL,PG,40,8,660,8.8,0.462,0.647,0.044,1.2,6.2,3.7,18.7,2.3,0.4,7.4,9.5,0.4,0.6,1,0.071,-2.7,1.4,-1.3,0.1,,jonesty01
215,Paul George,35,PHI,PF,22,22,656,15.4,0.551,0.488,0.247,2.1,17.5,9.7,18.2,2.1,1.6,10.9,22.9,0.5,0.9,1.3,0.099,0.5,0.5,1.1,0.5,,georgpa01
216,Ja'Kobe Walter,21,TOR,SG,37,9,654,10.3,0.577,0.663,0.199,4.4,9,6.6,6.4,2.4,0.9,8.8,14,0.5,0.8,1.3,0.093,-2.5,1,-1.5,0.1,,walteja01
217,Ziaire Williams,24,BRK,SF,29,4,654,10.9,0.573,0.721,0.294,2.9,9.8,6.2,4.4,2.5,2.1,11.2,17.2,0.1,0.6,0.7,0.054,-2.6,0.1,-2.5,-0.1,,willizi02
218,Khris Middleton,34,WAS,SF,27,27,651,10.8,0.523,0.326,0.232,3.9,13,8.5,19,1.5,1.1,15.1,18.7,0,0.2,0.1,0.01,-3.2,-1.4,-4.6,-0.4,,middlkh01
219,Herbert Jones,27,NOP,SF,23,23,651,9.5,0.502,0.473,0.158,4.1,10.2,7.1,10.7,2.8,1,12.1,15.7,-0.1,0.4,0.3,0.02,-3.7,0,-3.7,-0.3,,joneshe01
220,Craig Porter Jr.,25,CLE,PG,37,1,645,15.1,0.558,0.345,0.149,9.2,13.3,11.2,20.5,2.7,3.3,16.4,12.1,1,0.9,1.8,0.136,0.7,2.3,3,0.8,,portecr01
221,Isaiah Hartenstein,27,OKC,C,24,24,645,19.5,0.656,0.022,0.317,14.4,27.5,21.2,15.2,2,2.8,19.6,17,1.3,1.6,2.9,0.214,0.7,2.2,2.8,0.8,,harteis01
222,Mike Conley,38,MIN,PG,35,7,644,10.5,0.558,0.757,0.286,2.1,8.2,5.2,20.2,1.5,1,11.8,11.7,1,0.6,1.6,0.118,-1.5,0.8,-0.6,0.2,,conlemi01
223,Mouhamed Gueye,23,ATL,PF,40,4,641,11.2,0.527,0.417,0.215,8.1,16.3,12.2,7.3,2.3,3.4,11.9,13.2,0.2,0.8,1,0.074,-3.4,0.7,-2.8,-0.1,,gueyemo02
224,Aaron Wiggins,27,OKC,SG,28,9,641,12.6,0.561,0.533,0.111,3,11.5,7.5,10.4,1.4,3,10.5,19.2,0.2,1.1,1.3,0.097,-0.2,0.2,0,0.3,,wiggiaa01
225,Marvin Bagley III,26,WAS,PF,33,7,640,20.3,0.669,0.079,0.344,13.5,16.9,15.3,12,1.3,3.2,13.3,18.6,1.6,0.3,1.9,0.142,1.8,-1,0.7,0.4,,baglema01
226,Dylan Harper,19,SAS,SG,30,0,638,13.3,0.494,0.263,0.225,4.1,11.9,8,23.9,2.3,0.7,12.2,23.8,-0.1,0.9,0.8,0.059,-2.2,1,-1.2,0.1,,harpedy01
227,Yves Missi,21,NOP,C,35,7,636,15.8,0.566,0,0.329,16.9,16.3,16.6,8.7,0.9,6.5,13.2,12.8,1,0.4,1.4,0.102,-1,-1.1,-2,0,,missiyv01
228,Kobe Sanders,23,LAC,SG,32,5,636,7.5,0.557,0.476,0.19,2.8,10.5,6.8,10.8,1.4,0.6,19.1,15.7,-0.3,0.3,0,0.003,-4.3,-1,-5.3,-0.5,,sandeko01
229,Tobias Harris,33,DET,PF,23,23,631,14.1,0.566,0.381,0.27,4.3,14.1,9.2,12.6,1.1,0.9,7.8,19.2,1,0.8,1.7,0.132,0.4,-0.3,0.1,0.3,,harrito02
230,Aaron Nesmith,26,IND,SF,21,18,631,11,0.508,0.575,0.232,5.2,13.1,9,10.4,1.1,1.7,8.6,20.9,-0.1,0.5,0.4,0.029,-1.5,-1.4,-3,-0.1,,nesmiaa01
231,Isaiah Joe,26,OKC,SG,32,0,628,14.5,0.644,0.814,0.265,2.7,11.1,7.1,8.9,1.3,1,7.7,17.8,1.2,1,2.2,0.169,1.4,-0.1,1.4,0.5,,joeis01
232,Jordan Poole,26,NOP,PG,24,6,628,12.2,0.545,0.637,0.305,1,5.9,3.4,17.8,1.3,1.4,12.5,25.3,0.2,0.1,0.2,0.018,-0.4,-2.5,-2.9,-0.1,,poolejo01
233,Anthony Davis,32,DAL,PF,20,20,626,21.8,0.551,0.111,0.243,10.8,26.2,18.7,15.1,1.7,4.4,10,27.7,0.4,1.1,1.5,0.117,1.4,1,2.5,0.7,,davisan02
234,Lonzo Ball,28,CLE,PG,28,3,619,10.1,0.445,0.825,0.13,4.3,15.8,10,23.9,2.8,1.2,21.3,13.8,-0.2,0.8,0.6,0.048,-2.5,1.5,-1,0.1,,balllo01
235,Sam Merrill,29,CLE,SG,24,15,619,14.9,0.676,0.813,0.148,2.8,7.3,5,12.4,1.3,0.4,8.2,17.8,1.5,0.4,1.8,0.143,2.1,-0.9,1.2,0.5,,merrisa01
236,Joel Embiid,31,PHI,C,21,21,615,21.9,0.58,0.248,0.454,7.3,18.8,13,19.6,1.1,3.7,13.4,33.6,0.7,0.8,1.5,0.116,2.7,-0.1,2.5,0.7,,embiijo01
237,Goga Bitadze,26,ORL,C,36,1,613,20.4,0.716,0.076,0.371,13.9,20.5,17.2,10.6,2.4,6.4,11.5,11.9,1.8,1.1,2.9,0.228,0.8,2.9,3.7,0.9,,bitadgo01
238,Walter Clayton,22,UTA,PG,35,0,612,11.8,0.567,0.584,0.249,1.9,10.7,6.2,24.8,1.5,1.3,15.5,17.4,0.6,0,0.6,0.048,-1,-1,-2.1,0,,claytwa01
239,Tyrese Martin,26,BRK,SG,31,6,607,11.4,0.512,0.589,0.107,5.3,12.5,8.7,16.8,1.7,0.6,11.7,18.9,0,0.4,0.4,0.033,-1.2,-1,-2.2,0,,martity01
240,Daniel Gafford,27,DAL,C,29,20,602,16.3,0.67,0,0.479,10.5,22.3,16.5,5.6,1.8,5.3,18.7,14.6,0.7,1.1,1.8,0.144,-2.5,2,-0.5,0.2,,gaffoda01
241,Jalen Smith,25,CHI,C,33,4,600,17.4,0.578,0.54,0.226,12.1,25.9,19.1,9.7,0.9,3.9,10.2,20.4,0.8,0.7,1.4,0.116,0.3,-1.1,-0.8,0.2,,smithja04
242,Simone Fontecchio,30,MIA,SF,37,1,596,11.7,0.554,0.709,0.225,3,14.2,8.6,11.6,1.3,0.8,10.7,20.5,0.1,0.7,0.8,0.067,-0.6,-0.1,-0.7,0.2,,fontesi01
243,Buddy Hield,33,GSW,SG,35,3,586,10.9,0.541,0.661,0.089,4.1,12,8,12,2.3,0.5,13.4,19.4,-0.1,0.7,0.6,0.047,-2.1,0,-2.2,0,,hieldbu01
244,Jalen Suggs,24,ORL,PG,23,23,584,18.3,0.601,0.518,0.272,3.2,12.7,7.9,28.1,3.5,1.8,17.5,25.1,0.5,0.9,1.4,0.119,1.5,2.3,3.9,0.9,,suggsja01
245,Jarred Vanderbilt,26,LAL,PF,29,3,581,10.4,0.559,0.436,0.265,10.2,20.2,15.4,8.7,2,1.5,21.6,12.4,0.1,0.6,0.7,0.062,-2.6,0,-2.6,-0.1,,vandeja01
246,Ryan Nembhard,22,DAL,PG,28,17,573,11.3,0.546,0.37,0.036,1.1,8.3,4.8,35.5,0.5,0,18.1,17.5,0.3,0.4,0.6,0.052,-1.7,-2,-3.7,-0.2,,nembhry01
247,Nikola Jović,22,MIA,PF,29,1,571,11,0.523,0.519,0.321,2.7,17.3,10.1,19,1.6,1.9,18,21,-0.4,0.8,0.4,0.034,-2.6,0.8,-1.9,0,,jovicni01
248,Brook Lopez,37,LAC,C,33,7,565,10.1,0.51,0.736,0.119,2.5,15.4,9.2,7.8,1.2,5.4,10.6,18.6,-0.3,0.5,0.2,0.017,-2.4,-0.2,-2.6,-0.1,,lopezbr01
249,Micah Peavy,24,NOP,SG,36,1,563,8,0.442,0.358,0.084,5.7,9.2,7.4,9.5,1.9,0.9,5.6,14.5,-0.1,0.2,0.1,0.006,-4.6,-1.4,-6,-0.6,,peavymi01
250,Jaxson Hayes,25,LAL,C,32,4,563,16.1,0.766,0.009,0.542,10.1,16.4,13.4,6.9,1,3,11.4,11.5,1.5,0.4,2,0.169,-0.2,-0.2,-0.3,0.2,,hayesja02
251,Caris LeVert,31,DET,SG,28,0,559,12.2,0.554,0.492,0.273,1.4,8.2,4.9,19.1,2.1,3.2,15.7,18.2,0.2,0.8,1,0.086,-0.8,1,0.2,0.3,,leverca01
252,Vince Williams Jr.,25,MEM,PG,25,11,547,10.7,0.472,0.576,0.173,3.9,16.7,10.3,30.3,1.6,2.3,19.3,19.2,-0.3,0.7,0.4,0.033,-1.8,1.5,-0.3,0.2,,willivi01
253,Mitchell Robinson,27,NYK,C,28,13,543,20.2,0.626,0,0.536,26.4,24.2,25.3,7.2,2.2,5.9,15.5,9.5,1.5,0.9,2.4,0.213,2.1,0.4,2.5,0.6,,robinmi01
254,Kelly Oubre Jr.,30,PHI,SF,17,13,542,11.8,0.576,0.448,0.232,3.4,13.8,8.5,5.1,1.7,2.3,11.1,17.4,0.2,0.6,0.8,0.073,-2,0.2,-1.8,0,,oubreke01
255,Jaylen Clark,24,MIN,SG,38,0,541,10.2,0.527,0.422,0.378,7.3,8,7.6,5.2,2.7,1,8.2,13.4,0.4,0.7,1,0.093,-3.4,1,-2.4,-0.1,,clarkja02
256,Alex Caruso,31,OKC,SG,29,0,535,14.1,0.562,0.601,0.144,3.6,12.8,8.4,14.9,3.6,2.1,12.4,14.9,0.4,1.2,1.7,0.15,-0.4,3.4,3,0.7,,carusal01
257,Coby White,25,CHI,SG,19,16,534,14,0.582,0.502,0.413,1,12.3,6.8,24.1,1.1,0.2,16.8,27.5,0.1,0.2,0.3,0.029,-1.6,-2.5,-4.1,-0.3,,whiteco01
258,Bryce McGowens,23,NOP,SG,27,11,533,11.7,0.605,0.354,0.435,1.8,9.9,5.7,9.4,1.5,0.7,7.9,14.8,0.7,0.1,0.9,0.078,-2.1,-1.3,-3.4,-0.2,,mcgowbr01
259,Jakob Poeltl,30,TOR,C,21,21,531,16.4,0.691,0,0.37,11.8,22.3,17,11.9,1.5,2,18.3,14.4,0.9,0.8,1.7,0.155,-0.8,1.2,0.4,0.3,,poeltja01
260,Isaiah Jackson,24,IND,C,29,14,530,16.3,0.626,0,0.437,14.2,20.6,17.3,6.8,1.9,4,16.3,16.1,0.7,0.7,1.4,0.13,-2.4,0.3,-2.1,0,,jacksis01
261,Aaron Gordon,30,DEN,PF,19,16,529,20.5,0.64,0.383,0.379,6.5,18,12.5,9.5,1.1,0.7,7.4,24.3,1.4,0.4,1.8,0.161,3.9,-1.7,2.2,0.5,,gordoaa01
