Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
180.0,Keon Ellis,25.0,SAC,SG,62.0,14.0,1429.0,171.0,358.0,0.478,105.0,244.0,0.43,66.0,114.0,0.579,0.624,55.0,64.0,0.859,48.0,112.0,160.0,80.0,90.0,51.0,49.0,124.0,502.0,0.0,
181.0,Miles McBride,24.0,NYK,PG,54.0,3.0,1299.0,178.0,431.0,0.413,92.0,249.0,0.369,86.0,182.0,0.473,0.52,49.0,60.0,0.817,41.0,94.0,135.0,146.0,50.0,13.0,34.0,82.0,497.0,0.0,
182.0,Aaron Gordon,29.0,DEN,PF,38.0,29.0,1018.0,178.0,345.0,0.516,52.0,117.0,0.444,126.0,228.0,0.553,0.591,88.0,111.0,0.793,59.0,122.0,181.0,114.0,18.0,9.0,46.0,58.0,496.0,0.0,
183.0,Nikola Jović,21.0,MIA,PF,46.0,10.0,1156.0,172.0,377.0,0.456,78.0,210.0,0.371,94.0,167.0,0.563,0.56,72.0,87.0,0.828,26.0,154.0,180.0,131.0,38.0,13.0,60.0,82.0,494.0,0.0,
184.0,Taurean Prince,30.0,MIL,SF,62.0,55.0,1646.0,175.0,391.0,0.448,116.0,259.0,0.448,59.0,132.0,0.447,0.596,26.0,31.0,0.839,29.0,202.0,231.0,126.0,51.0,8.0,65.0,127.0,492.0,0.0,
185.0,Ziaire Williams,23.0,BRK,SF,50.0,32.0,1211.0,165.0,411.0,0.401,74.0,228.0,0.325,91.0,183.0,0.497,0.491,87.0,105.0,0.829,56.0,182.0,238.0,70.0,49.0,22.0,50.0,122.0,491.0,0.0,
186.0,Clint Capela,30.0,ATL,C,55.0,41.0,1176.0,218.0,390.0,0.559,0.0,1.0,0.0,218.0,389.0,0.56,0.559,52.0,97.0,0.536,174.0,295.0,469.0,62.0,34.0,53.0,47.0,106.0,488.0,0.0,
187.0,Mark Williams,23.0,CHO,C,31.0,28.0,800.0,192.0,326.0,0.589,0.0,1.0,0.0,192.0,325.0,0.591,0.589,104.0,133.0,0.782,96.0,210.0,306.0,70.0,21.0,38.0,37.0,77.0,488.0,0.0,
188.0,Isaiah Hartenstein,26.0,OKC,C,44.0,42.0,1243.0,213.0,372.0,0.573,0.0,15.0,0.0,213.0,357.0,0.597,0.573,61.0,91.0,0.67,130.0,364.0,494.0,172.0,34.0,45.0,74.0,133.0,487.0,0.0,
189.0,Brandon Clarke,28.0,MEM,PF,59.0,18.0,1125.0,215.0,350.0,0.614,1.0,17.0,0.059,214.0,333.0,0.643,0.616,55.0,79.0,0.696,117.0,189.0,306.0,61.0,46.0,35.0,37.0,137.0,486.0,0.0,
190.0,Andrew Nembhard,25.0,IND,SG,47.0,47.0,1356.0,182.0,389.0,0.468,36.0,118.0,0.305,146.0,271.0,0.539,0.514,83.0,104.0,0.798,25.0,126.0,151.0,241.0,65.0,8.0,88.0,114.0,483.0,0.0,
191.0,Kyshawn George,21.0,WAS,SG,57.0,27.0,1537.0,163.0,452.0,0.361,95.0,302.0,0.315,68.0,150.0,0.453,0.466,58.0,76.0,0.763,42.0,195.0,237.0,140.0,52.0,47.0,86.0,171.0,479.0,0.0,
192.0,Jeremy Sochan,21.0,SAS,PF,43.0,19.0,1087.0,196.0,359.0,0.546,21.0,63.0,0.333,175.0,296.0,0.591,0.575,66.0,97.0,0.68,101.0,193.0,294.0,106.0,36.0,23.0,69.0,102.0,479.0,0.0,
193.0,Wendell Carter Jr.,25.0,ORL,C,53.0,36.0,1359.0,170.0,373.0,0.456,25.0,117.0,0.214,145.0,256.0,0.566,0.489,108.0,147.0,0.735,113.0,282.0,395.0,115.0,41.0,26.0,60.0,155.0,473.0,0.0,
194.0,Tristan Da Silva,23.0,ORL,SF,62.0,35.0,1434.0,175.0,416.0,0.421,70.0,210.0,0.333,105.0,206.0,0.51,0.505,51.0,59.0,0.864,66.0,149.0,215.0,98.0,29.0,15.0,50.0,84.0,471.0,0.0,
195.0,Luke Kennard,28.0,MEM,SG,50.0,8.0,1116.0,163.0,342.0,0.477,95.0,211.0,0.45,68.0,131.0,0.519,0.615,45.0,51.0,0.882,31.0,109.0,140.0,173.0,36.0,4.0,53.0,42.0,466.0,0.0,
196.0,Mike Conley,37.0,MIN,PG,56.0,50.0,1390.0,147.0,378.0,0.389,103.0,255.0,0.404,44.0,123.0,0.358,0.525,68.0,74.0,0.919,27.0,120.0,147.0,251.0,66.0,11.0,59.0,89.0,465.0,0.0,
197.0,Jalen Smith,24.0,CHI,C,56.0,1.0,857.0,166.0,356.0,0.466,68.0,200.0,0.34,98.0,156.0,0.628,0.562,65.0,79.0,0.823,79.0,233.0,312.0,54.0,15.0,41.0,34.0,89.0,465.0,0.0,
198.0,Zach Edey,22.0,MEM,C,50.0,42.0,1044.0,191.0,331.0,0.577,16.0,44.0,0.364,175.0,287.0,0.61,0.601,63.0,90.0,0.7,176.0,220.0,396.0,44.0,29.0,62.0,67.0,129.0,461.0,0.0,
199.0,Kevin Huerter,26.0,2TM,SG,54.0,16.0,1186.0,170.0,427.0,0.398,91.0,287.0,0.317,79.0,140.0,0.564,0.505,29.0,41.0,0.707,25.0,126.0,151.0,97.0,52.0,18.0,51.0,92.0,460.0,0.0,
199.0,Kevin Huerter,26.0,SAC,SG,43.0,15.0,899.0,128.0,310.0,0.413,62.0,205.0,0.302,66.0,105.0,0.629,0.513,20.0,28.0,0.714,19.0,101.0,120.0,74.0,36.0,16.0,37.0,70.0,338.0,0.0,
199.0,Kevin Huerter,26.0,CHI,SG,11.0,1.0,287.0,42.0,117.0,0.359,29.0,82.0,0.354,13.0,35.0,0.371,0.483,9.0,13.0,0.692,6.0,25.0,31.0,23.0,16.0,2.0,14.0,22.0,122.0,0.0,
200.0,Kyle Filipowski,21.0,UTA,C,55.0,14.0,1067.0,171.0,330.0,0.518,52.0,135.0,0.385,119.0,195.0,0.61,0.597,63.0,101.0,0.624,74.0,219.0,293.0,106.0,32.0,9.0,70.0,120.0,457.0,0.0,
201.0,Matas Buzelis,20.0,CHI,SF,63.0,14.0,1068.0,169.0,388.0,0.436,60.0,184.0,0.326,109.0,204.0,0.534,0.513,58.0,69.0,0.841,42.0,154.0,196.0,51.0,16.0,54.0,49.0,103.0,456.0,0.0,
202.0,Draymond Green,34.0,GSW,PF,51.0,49.0,1470.0,158.0,370.0,0.427,56.0,169.0,0.331,102.0,201.0,0.507,0.503,82.0,121.0,0.678,57.0,257.0,314.0,300.0,70.0,50.0,124.0,156.0,454.0,0.0,
203.0,Jaime Jaquez Jr.,23.0,MIA,SF,52.0,12.0,1126.0,165.0,371.0,0.445,28.0,96.0,0.292,137.0,275.0,0.498,0.482,95.0,124.0,0.766,62.0,172.0,234.0,130.0,53.0,10.0,79.0,75.0,453.0,1.0,
204.0,Joel Embiid,30.0,PHI,C,19.0,19.0,574.0,140.0,315.0,0.444,23.0,77.0,0.299,117.0,238.0,0.492,0.481,149.0,169.0,0.882,36.0,119.0,155.0,85.0,14.0,18.0,62.0,42.0,452.0,1.0,
205.0,Brandon Boston Jr.,23.0,NOP,SG,42.0,10.0,993.0,166.0,381.0,0.436,49.0,140.0,0.35,117.0,241.0,0.485,0.5,67.0,85.0,0.788,28.0,106.0,134.0,92.0,53.0,9.0,52.0,73.0,448.0,0.0,
206.0,Cason Wallace,21.0,OKC,SG,56.0,36.0,1528.0,178.0,392.0,0.454,60.0,177.0,0.339,118.0,215.0,0.549,0.531,22.0,26.0,0.846,59.0,132.0,191.0,142.0,97.0,30.0,43.0,126.0,438.0,0.0,
207.0,Nick Richards,27.0,2TM,C,46.0,33.0,1018.0,165.0,276.0,0.598,0.0,2.0,0.0,165.0,274.0,0.602,0.598,105.0,144.0,0.729,113.0,282.0,395.0,44.0,11.0,48.0,66.0,116.0,435.0,0.0,
207.0,Nick Richards,27.0,CHO,C,21.0,9.0,440.0,64.0,114.0,0.561,0.0,1.0,0.0,64.0,113.0,0.566,0.561,59.0,87.0,0.678,51.0,107.0,158.0,28.0,7.0,26.0,33.0,48.0,187.0,0.0,
207.0,Nick Richards,27.0,PHO,C,25.0,24.0,578.0,101.0,162.0,0.623,0.0,1.0,0.0,101.0,161.0,0.627,0.623,46.0,57.0,0.807,62.0,175.0,237.0,16.0,4.0,22.0,33.0,68.0,248.0,0.0,
208.0,Goga Bitadze,25.0,ORL,C,55.0,41.0,1220.0,181.0,290.0,0.624,3.0,23.0,0.13,178.0,267.0,0.667,0.629,69.0,109.0,0.633,138.0,259.0,397.0,111.0,39.0,87.0,64.0,122.0,434.0,0.0,
209.0,Isaiah Collier,20.0,UTA,PG,57.0,32.0,1410.0,167.0,409.0,0.408,30.0,129.0,0.233,137.0,280.0,0.489,0.445,66.0,101.0,0.653,23.0,155.0,178.0,351.0,49.0,12.0,166.0,123.0,430.0,0.0,
210.0,Immanuel Quickley,25.0,TOR,PG,25.0,25.0,711.0,139.0,327.0,0.425,63.0,166.0,0.38,76.0,161.0,0.472,0.521,88.0,103.0,0.854,10.0,75.0,85.0,137.0,14.0,3.0,44.0,48.0,429.0,0.0,
211.0,A.J. Green,25.0,MIL,SG,56.0,6.0,1279.0,144.0,337.0,0.427,121.0,288.0,0.42,23.0,49.0,0.469,0.607,19.0,21.0,0.905,13.0,117.0,130.0,75.0,31.0,6.0,30.0,123.0,428.0,0.0,
212.0,Sam Hauser,27.0,BOS,PF,55.0,13.0,1142.0,152.0,345.0,0.441,118.0,294.0,0.401,34.0,51.0,0.667,0.612,6.0,6.0,1.0,38.0,132.0,170.0,51.0,33.0,10.0,19.0,64.0,428.0,0.0,
213.0,Josh Green,24.0,CHO,SG,58.0,57.0,1658.0,150.0,355.0,0.423,81.0,210.0,0.386,69.0,145.0,0.476,0.537,41.0,62.0,0.661,52.0,107.0,159.0,92.0,64.0,13.0,56.0,147.0,422.0,0.0,
214.0,Peyton Watson,22.0,DEN,SF,52.0,12.0,1229.0,151.0,316.0,0.478,39.0,105.0,0.371,112.0,211.0,0.531,0.54,76.0,103.0,0.738,39.0,132.0,171.0,75.0,41.0,62.0,45.0,90.0,417.0,0.0,
215.0,Dalano Banton,25.0,POR,PG,52.0,0.0,784.0,147.0,354.0,0.415,56.0,155.0,0.361,91.0,199.0,0.457,0.494,66.0,93.0,0.71,20.0,79.0,99.0,108.0,33.0,23.0,63.0,41.0,416.0,0.0,
216.0,Al Horford,38.0,BOS,C,50.0,34.0,1362.0,151.0,361.0,0.418,88.0,246.0,0.358,63.0,115.0,0.548,0.54,25.0,28.0,0.893,58.0,230.0,288.0,95.0,32.0,43.0,36.0,72.0,415.0,0.0,
217.0,Patrick Williams,23.0,CHI,PF,46.0,35.0,1191.0,146.0,390.0,0.374,71.0,204.0,0.348,75.0,186.0,0.403,0.465,50.0,67.0,0.746,35.0,149.0,184.0,93.0,34.0,27.0,63.0,61.0,413.0,0.0,
218.0,Ausar Thompson,22.0,DET,SF,43.0,32.0,934.0,174.0,315.0,0.552,7.0,33.0,0.212,167.0,282.0,0.592,0.563,56.0,95.0,0.589,78.0,137.0,215.0,98.0,79.0,21.0,60.0,119.0,411.0,0.0,
219.0,Ron Holland,19.0,DET,SF,65.0,1.0,1007.0,151.0,331.0,0.456,29.0,127.0,0.228,122.0,204.0,0.598,0.5,72.0,91.0,0.791,31.0,136.0,167.0,57.0,39.0,9.0,52.0,112.0,403.0,0.0,
220.0,Cameron Payne,30.0,NYK,PG,58.0,1.0,826.0,142.0,345.0,0.412,76.0,206.0,0.369,66.0,139.0,0.475,0.522,41.0,46.0,0.891,11.0,70.0,81.0,155.0,33.0,13.0,39.0,91.0,401.0,0.0,
221.0,Brandon Ingram,27.0,NOP,SF,18.0,18.0,595.0,155.0,333.0,0.465,43.0,115.0,0.374,112.0,218.0,0.514,0.53,47.0,55.0,0.855,17.0,83.0,100.0,93.0,16.0,11.0,69.0,45.0,400.0,0.0,
222.0,Kawhi Leonard,33.0,LAC,SF,22.0,22.0,647.0,156.0,344.0,0.453,39.0,111.0,0.351,117.0,233.0,0.502,0.51,48.0,62.0,0.774,21.0,89.0,110.0,62.0,27.0,10.0,47.0,32.0,399.0,0.0,
223.0,Jose Alvarado,26.0,NOP,PG,41.0,12.0,969.0,138.0,347.0,0.398,81.0,215.0,0.377,57.0,132.0,0.432,0.514,40.0,48.0,0.833,20.0,79.0,99.0,189.0,56.0,11.0,43.0,71.0,397.0,0.0,
224.0,Nick Smith Jr.,20.0,CHO,SG,45.0,24.0,988.0,154.0,404.0,0.381,67.0,219.0,0.306,87.0,185.0,0.47,0.464,22.0,24.0,0.917,10.0,78.0,88.0,91.0,16.0,6.0,55.0,58.0,397.0,0.0,
225.0,Davion Mitchell,26.0,2TM,PG,57.0,35.0,1495.0,152.0,334.0,0.455,60.0,157.0,0.382,92.0,177.0,0.52,0.545,33.0,50.0,0.66,24.0,90.0,114.0,269.0,44.0,11.0,98.0,143.0,397.0,0.0,
225.0,Davion Mitchell,26.0,TOR,PG,44.0,22.0,1080.0,106.0,244.0,0.434,42.0,117.0,0.359,64.0,127.0,0.504,0.52,25.0,37.0,0.676,16.0,69.0,85.0,203.0,31.0,8.0,78.0,116.0,279.0,0.0,
225.0,Davion Mitchell,26.0,MIA,PG,13.0,13.0,415.0,46.0,90.0,0.511,18.0,40.0,0.45,28.0,50.0,0.56,0.611,8.0,13.0,0.615,8.0,21.0,29.0,66.0,13.0,3.0,20.0,27.0,118.0,0.0,
226.0,Jake LaRavia,23.0,2TM,PF,59.0,0.0,1200.0,138.0,296.0,0.466,50.0,120.0,0.417,88.0,176.0,0.5,0.551,70.0,104.0,0.673,86.0,157.0,243.0,150.0,54.0,22.0,80.0,115.0,396.0,0.0,
226.0,Jake LaRavia,23.0,MEM,PF,47.0,0.0,982.0,118.0,241.0,0.49,40.0,90.0,0.444,78.0,151.0,0.517,0.573,67.0,96.0,0.698,67.0,138.0,205.0,133.0,44.0,20.0,69.0,92.0,343.0,0.0,
226.0,Jake LaRavia,23.0,SAC,PF,12.0,0.0,218.0,20.0,55.0,0.364,10.0,30.0,0.333,10.0,25.0,0.4,0.455,3.0,8.0,0.375,19.0,19.0,38.0,17.0,10.0,2.0,11.0,23.0,53.0,0.0,
227.0,Sam Merrill,28.0,CLE,SG,55.0,2.0,1055.0,131.0,323.0,0.406,105.0,281.0,0.374,26.0,42.0,0.619,0.568,27.0,28.0,0.964,27.0,83.0,110.0,76.0,38.0,10.0,23.0,98.0,394.0,0.0,
228.0,Kel'el Ware,20.0,MIA,C,46.0,20.0,944.0,165.0,307.0,0.537,27.0,83.0,0.325,138.0,224.0,0.616,0.581,35.0,48.0,0.729,72.0,228.0,300.0,42.0,28.0,50.0,41.0,72.0,392.0,0.0,
229.0,Dorian Finney-Smith,31.0,2TM,PF,47.0,31.0,1328.0,140.0,316.0,0.443,86.0,219.0,0.393,54.0,97.0,0.557,0.579,22.0,33.0,0.667,66.0,123.0,189.0,62.0,44.0,15.0,43.0,104.0,388.0,0.0,
229.0,Dorian Finney-Smith,31.0,BRK,PF,20.0,20.0,579.0,73.0,159.0,0.459,47.0,108.0,0.435,26.0,51.0,0.51,0.607,15.0,24.0,0.625,31.0,60.0,91.0,31.0,18.0,12.0,18.0,54.0,208.0,0.0,
229.0,Dorian Finney-Smith,31.0,LAL,PF,27.0,11.0,749.0,67.0,157.0,0.427,39.0,111.0,0.351,28.0,46.0,0.609,0.551,7.0,9.0,0.778,35.0,63.0,98.0,31.0,26.0,3.0,25.0,50.0,180.0,0.0,
230.0,Moritz Wagner,27.0,ORL,C,30.0,1.0,564.0,140.0,249.0,0.562,27.0,75.0,0.36,113.0,174.0,0.649,0.616,79.0,110.0,0.718,40.0,108.0,148.0,42.0,24.0,12.0,49.0,55.0,386.0,0.0,
231.0,Cam Whitmore,20.0,HOU,SF,42.0,1.0,701.0,143.0,339.0,0.422,51.0,156.0,0.327,92.0,183.0,0.503,0.497,48.0,65.0,0.738,30.0,100.0,130.0,39.0,27.0,12.0,37.0,41.0,385.0,0.0,
232.0,Tyrese Martin,25.0,BRK,SG,46.0,6.0,969.0,139.0,343.0,0.405,72.0,208.0,0.346,67.0,135.0,0.496,0.51,34.0,44.0,0.773,47.0,120.0,167.0,75.0,24.0,8.0,56.0,50.0,384.0,0.0,
233.0,Haywood Highsmith,28.0,MIA,SF,57.0,39.0,1393.0,141.0,295.0,0.478,69.0,172.0,0.401,72.0,123.0,0.585,0.595,27.0,36.0,0.75,49.0,132.0,181.0,80.0,52.0,33.0,40.0,126.0,378.0,0.0,
234.0,Bogdan Bogdanović,32.0,2TM,SG,36.0,3.0,923.0,135.0,348.0,0.388,68.0,218.0,0.312,67.0,130.0,0.515,0.486,40.0,47.0,0.851,17.0,84.0,101.0,87.0,29.0,9.0,53.0,89.0,378.0,0.0,
234.0,Bogdan Bogdanović,32.0,ATL,SG,24.0,0.0,598.0,83.0,224.0,0.371,44.0,146.0,0.301,39.0,78.0,0.5,0.469,30.0,34.0,0.882,12.0,54.0,66.0,49.0,20.0,6.0,37.0,57.0,240.0,0.0,
234.0,Bogdan Bogdanović,32.0,LAC,SG,12.0,3.0,325.0,52.0,124.0,0.419,24.0,72.0,0.333,28.0,52.0,0.538,0.516,10.0,13.0,0.769,5.0,30.0,35.0,38.0,9.0,3.0,16.0,32.0,138.0,0.0,
235.0,Johnny Juzang,23.0,UTA,SG,48.0,12.0,872.0,131.0,310.0,0.423,80.0,215.0,0.372,51.0,95.0,0.537,0.552,35.0,43.0,0.814,31.0,105.0,136.0,43.0,22.0,7.0,24.0,93.0,377.0,0.0,
236.0,Khris Middleton,33.0,2TM,SF,30.0,14.0,705.0,137.0,275.0,0.498,41.0,110.0,0.373,96.0,165.0,0.582,0.573,61.0,72.0,0.847,8.0,106.0,114.0,131.0,29.0,8.0,50.0,67.0,376.0,0.0,
236.0,Khris Middleton,33.0,MIL,SF,23.0,7.0,534.0,108.0,211.0,0.512,35.0,86.0,0.407,73.0,125.0,0.584,0.595,39.0,46.0,0.848,5.0,80.0,85.0,102.0,17.0,5.0,37.0,52.0,290.0,0.0,
236.0,Khris Middleton,33.0,WAS,SF,7.0,7.0,171.0,29.0,64.0,0.453,6.0,24.0,0.25,23.0,40.0,0.575,0.5,22.0,26.0,0.846,3.0,26.0,29.0,29.0,12.0,3.0,13.0,15.0,86.0,0.0,
237.0,Trayce Jackson-Davis,24.0,GSW,C,52.0,37.0,914.0,161.0,281.0,0.573,0.0,1.0,0.0,161.0,280.0,0.575,0.573,52.0,88.0,0.591,110.0,179.0,289.0,98.0,22.0,37.0,41.0,68.0,374.0,0.0,
238.0,Noah Clowney,20.0,BRK,PF,39.0,18.0,894.0,117.0,315.0,0.371,77.0,222.0,0.347,40.0,93.0,0.43,0.494,57.0,67.0,0.851,37.0,117.0,154.0,31.0,21.0,20.0,38.0,89.0,368.0,0.0,
239.0,Jaden Hardy,22.0,DAL,SG,46.0,3.0,697.0,134.0,313.0,0.428,58.0,151.0,0.384,76.0,162.0,0.469,0.521,41.0,61.0,0.672,8.0,63.0,71.0,64.0,22.0,5.0,64.0,71.0,367.0,0.0,
240.0,Jamal Shead,22.0,TOR,PG,59.0,2.0,1062.0,143.0,341.0,0.419,48.0,146.0,0.329,95.0,195.0,0.487,0.49,31.0,41.0,0.756,21.0,58.0,79.0,217.0,32.0,7.0,90.0,121.0,365.0,0.0,
241.0,Jay Huff,26.0,MEM,C,51.0,2.0,619.0,128.0,248.0,0.516,70.0,167.0,0.419,58.0,81.0,0.716,0.657,37.0,48.0,0.771,24.0,81.0,105.0,32.0,12.0,45.0,29.0,67.0,363.0,0.0,
242.0,Jared McCain,20.0,PHI,SG,23.0,8.0,592.0,126.0,274.0,0.46,51.0,133.0,0.383,75.0,141.0,0.532,0.553,49.0,56.0,0.875,13.0,43.0,56.0,60.0,15.0,0.0,37.0,37.0,352.0,0.0,
243.0,Kris Dunn,30.0,LAC,PG,57.0,41.0,1365.0,144.0,335.0,0.43,52.0,171.0,0.304,92.0,164.0,0.561,0.507,9.0,16.0,0.563,47.0,155.0,202.0,174.0,103.0,22.0,60.0,149.0,349.0,0.0,
244.0,Simone Fontecchio,29.0,DET,SF,58.0,0.0,990.0,114.0,297.0,0.384,57.0,180.0,0.317,57.0,117.0,0.487,0.48,62.0,76.0,0.816,40.0,134.0,174.0,53.0,23.0,11.0,45.0,75.0,347.0,0.0,
245.0,Terance Mann,28.0,2TM,SG,50.0,12.0,1029.0,135.0,281.0,0.48,43.0,112.0,0.384,92.0,169.0,0.544,0.557,33.0,51.0,0.647,51.0,97.0,148.0,92.0,34.0,14.0,37.0,96.0,346.0,0.0,
245.0,Terance Mann,28.0,LAC,SG,37.0,12.0,732.0,87.0,195.0,0.446,26.0,75.0,0.347,61.0,120.0,0.508,0.513,23.0,32.0,0.719,32.0,75.0,107.0,59.0,28.0,11.0,25.0,68.0,223.0,0.0,
245.0,Terance Mann,28.0,ATL,SG,13.0,0.0,297.0,48.0,86.0,0.558,17.0,37.0,0.459,31.0,49.0,0.633,0.657,10.0,19.0,0.526,19.0,22.0,41.0,33.0,6.0,3.0,12.0,28.0,123.0,0.0,
246.0,Ricky Council IV,23.0,PHI,SF,55.0,4.0,792.0,118.0,289.0,0.408,38.0,131.0,0.29,80.0,158.0,0.506,0.474,71.0,86.0,0.826,35.0,86.0,121.0,66.0,26.0,7.0,29.0,44.0,345.0,0.0,
247.0,Isaiah Stewart,23.0,DET,C,59.0,3.0,1169.0,138.0,256.0,0.539,12.0,42.0,0.286,126.0,214.0,0.589,0.563,56.0,75.0,0.747,112.0,219.0,331.0,97.0,20.0,82.0,57.0,145.0,344.0,0.0,
248.0,Ja'Kobe Walter,20.0,TOR,SG,44.0,11.0,879.0,125.0,309.0,0.405,44.0,141.0,0.312,81.0,168.0,0.482,0.476,50.0,67.0,0.746,43.0,83.0,126.0,56.0,31.0,8.0,40.0,81.0,344.0,0.0,
249.0,Day'Ron Sharpe,23.0,BRK,C,42.0,1.0,743.0,137.0,264.0,0.519,10.0,39.0,0.256,127.0,225.0,0.564,0.538,54.0,70.0,0.771,124.0,144.0,268.0,70.0,35.0,35.0,56.0,101.0,338.0,0.0,
250.0,Garrison Mathews,28.0,ATL,SG,44.0,2.0,776.0,96.0,242.0,0.397,80.0,205.0,0.39,16.0,37.0,0.432,0.562,63.0,77.0,0.818,13.0,68.0,81.0,57.0,26.0,13.0,29.0,77.0,335.0,0.0,
251.0,Justin Champagnie,23.0,WAS,SF,44.0,15.0,805.0,125.0,251.0,0.498,45.0,121.0,0.372,80.0,130.0,0.615,0.588,35.0,49.0,0.714,67.0,137.0,204.0,40.0,39.0,29.0,38.0,73.0,330.0,0.0,
252.0,Ryan Dunn,22.0,PHO,SF,57.0,28.0,967.0,134.0,311.0,0.431,50.0,166.0,0.301,84.0,145.0,0.579,0.511,11.0,25.0,0.44,52.0,122.0,174.0,44.0,22.0,30.0,25.0,119.0,329.0,0.0,
253.0,Gabe Vincent,28.0,LAL,PG,55.0,9.0,1148.0,121.0,305.0,0.397,74.0,217.0,0.341,47.0,88.0,0.534,0.518,11.0,16.0,0.688,13.0,52.0,65.0,81.0,40.0,12.0,33.0,114.0,327.0,0.0,
254.0,Jonathan Isaac,27.0,ORL,PF,57.0,0.0,918.0,115.0,279.0,0.412,37.0,138.0,0.268,78.0,141.0,0.553,0.478,57.0,83.0,0.687,99.0,170.0,269.0,28.0,47.0,64.0,25.0,77.0,324.0,0.0,
255.0,Gary Payton II,32.0,GSW,SG,52.0,10.0,739.0,137.0,240.0,0.571,21.0,74.0,0.284,116.0,166.0,0.699,0.615,27.0,37.0,0.73,45.0,106.0,151.0,68.0,38.0,15.0,32.0,91.0,322.0,0.0,
256.0,Jarace Walker,21.0,IND,PF,59.0,2.0,905.0,118.0,259.0,0.456,47.0,129.0,0.364,71.0,130.0,0.546,0.546,39.0,61.0,0.639,21.0,150.0,171.0,81.0,46.0,21.0,60.0,88.0,322.0,0.0,
257.0,Seth Curry,34.0,CHO,SG,53.0,9.0,772.0,119.0,255.0,0.467,63.0,141.0,0.447,56.0,114.0,0.491,0.59,20.0,25.0,0.8,23.0,65.0,88.0,36.0,23.0,7.0,23.0,48.0,321.0,0.0,
258.0,Thomas Bryant,27.0,2TM,C,47.0,5.0,705.0,123.0,237.0,0.519,37.0,104.0,0.356,86.0,133.0,0.647,0.597,37.0,44.0,0.841,69.0,123.0,192.0,49.0,20.0,28.0,23.0,53.0,320.0,0.0,
258.0,Thomas Bryant,27.0,MIA,C,10.0,0.0,115.0,12.0,28.0,0.429,6.0,17.0,0.353,6.0,11.0,0.545,0.536,11.0,11.0,1.0,6.0,26.0,32.0,4.0,1.0,9.0,2.0,9.0,41.0,0.0,
258.0,Thomas Bryant,27.0,IND,C,37.0,5.0,590.0,111.0,209.0,0.531,31.0,87.0,0.356,80.0,122.0,0.656,0.605,26.0,33.0,0.788,63.0,97.0,160.0,45.0,19.0,19.0,21.0,44.0,279.0,0.0,
259.0,Trey Lyles,29.0,SAC,PF,53.0,2.0,961.0,111.0,276.0,0.402,61.0,180.0,0.339,50.0,96.0,0.521,0.513,36.0,53.0,0.679,56.0,177.0,233.0,60.0,29.0,20.0,29.0,64.0,319.0,0.0,
260.0,Max Strus,28.0,CLE,SF,35.0,22.0,871.0,110.0,260.0,0.423,80.0,209.0,0.383,30.0,51.0,0.588,0.577,14.0,16.0,0.875,35.0,116.0,151.0,106.0,22.0,10.0,34.0,74.0,314.0,0.0,
261.0,Donovan Clingan,20.0,POR,C,52.0,22.0,911.0,129.0,233.0,0.554,8.0,29.0,0.276,121.0,204.0,0.593,0.571,45.0,73.0,0.616,147.0,222.0,369.0,52.0,24.0,83.0,61.0,142.0,311.0,0.0,
262.0,Cody Martin,29.0,CHO,SF,39.0,8.0,967.0,116.0,268.0,0.433,40.0,124.0,0.323,76.0,144.0,0.528,0.507,34.0,49.0,0.694,40.0,136.0,176.0,89.0,43.0,26.0,42.0,72.0,306.0,0.0,
263.0,Javonte Green,31.0,2TM,SG,53.0,18.0,1119.0,107.0,233.0,0.459,41.0,113.0,0.363,66.0,120.0,0.55,0.547,51.0,69.0,0.739,50.0,137.0,187.0,47.0,55.0,30.0,29.0,79.0,306.0,0.0,
263.0,Javonte Green,31.0,NOP,SG,50.0,18.0,1092.0,100.0,224.0,0.446,38.0,108.0,0.352,62.0,116.0,0.534,0.531,50.0,66.0,0.758,49.0,129.0,178.0,45.0,55.0,30.0,28.0,77.0,288.0,0.0,
263.0,Javonte Green,31.0,CLE,SG,3.0,0.0,27.0,7.0,9.0,0.778,3.0,5.0,0.6,4.0,4.0,1.0,0.944,1.0,3.0,0.333,1.0,8.0,9.0,2.0,0.0,0.0,1.0,2.0,18.0,0.0,
264.0,Malcolm Brogdon,32.0,WAS,PG,24.0,13.0,564.0,104.0,240.0,0.433,16.0,56.0,0.286,88.0,184.0,0.478,0.467,81.0,92.0,0.88,21.0,70.0,91.0,98.0,13.0,5.0,38.0,30.0,305.0,0.0,
265.0,Zach Collins,27.0,2TM,PF,47.0,12.0,700.0,110.0,220.0,0.5,25.0,80.0,0.313,85.0,140.0,0.607,0.557,56.0,64.0,0.875,70.0,125.0,195.0,82.0,24.0,21.0,37.0,98.0,301.0,0.0,
265.0,Zach Collins,27.0,SAS,C,36.0,4.0,425.0,61.0,132.0,0.462,14.0,46.0,0.304,47.0,86.0,0.547,0.515,31.0,35.0,0.886,38.0,63.0,101.0,52.0,14.0,15.0,23.0,70.0,167.0,0.0,
